idx,fold,true,pred,prob,top1,top3,top5,top5_with_delta
668,0,host glycan,host glycan,1.0,GH18,GH18;8.A.46.2.2;FecR,GH18;8.A.46.2.2;FecR;1.B.14.6.13;null,GH18:+0.1506;8.A.46.2.2:+0.1271;FecR:+0.0633;1.B.14.6.13:+0.0388;null:+0.0285
669,0,host glycan,host glycan,1.0,GH18,GH18;8.A.46.2.2;FecR,GH18;8.A.46.2.2;FecR;null;1.B.14.6.13,GH18:+0.1455;8.A.46.2.2:+0.1283;FecR:+0.0631;null:+0.0285;1.B.14.6.13:+0.0245
671,0,host glycan,host glycan,0.6178217821782178,CBM67,CBM67;GH78;null,CBM67;GH78;null;AraC;GH3,CBM67:+0.1786;GH78:+0.1496;null:+0.1133;AraC:+0.1089;GH3:+0.1029
675,0,host glycan,host glycan,0.8151093439363817,GH88,GH88;GH2;GH20,GH88;GH2;GH20;PL33;AraC,GH88:+0.1684;GH2:+0.1099;GH20:+0.0738;PL33:+0.0554;AraC:+0.0457
677,0,host glycan,host glycan,0.7610441767068273,GH170,GH170;null;4.A.3.2.4,GH170;null;4.A.3.2.4,GH170:+0.2909;null:+0.1093;4.A.3.2.4:+0.1040
683,0,host glycan,host glycan,0.46723192373459493,GH20,GH20,GH20,GH20:+0.2069
684,0,host glycan,host glycan,1.0,GH33,GH33;CBM93;GH20,GH33;CBM93;GH20;CE20;GH2,GH33:+0.1462;CBM93:+0.1247;GH20:+0.0798;CE20:+0.0762;GH2:+0.0532
685,0,host glycan,host glycan,1.0,GH33,GH33;CBM93;GH20,GH33;CBM93;GH20;CE20;GH2,GH33:+0.1575;CBM93:+0.1448;GH20:+0.0925;CE20:+0.0592;GH2:+0.0519
686,0,host glycan,host glycan,0.9920159680638723,GH33,GH33;CBM93;GH20,GH33;CBM93;GH20;CE20;GH2,GH33:+0.1747;CBM93:+0.1555;GH20:+0.1116;CE20:+0.0701;GH2:+0.0588
691,0,host glycan,host glycan,1.0,GH20,GH20;N;TetR,GH20;N;TetR,GH20:+0.4127;N:+0.1931;TetR:+0.1599
693,0,host glycan,host glycan,1.0,CBM32,CBM32;GH29;null,CBM32;GH29;null,CBM32:+0.2207;GH29:+0.1206;null:+0.0568
698,0,host glycan,host glycan,0.9897099872261911,null,null;GH29,null;GH29,null:+0.0551;GH29:+0.0020
709,0,host glycan,host glycan,0.6924493554327809,19,19;GH43;GH35,19;GH43;GH35;9;CBM91,19:+0.1873;GH43:+0.1270;GH35:+0.1264;9:+0.0886;CBM91:+0.0775
712,0,host glycan,host glycan,0.9967078786954681,GH29,GH29;CBM91;GH97,GH29;CBM91;GH97;AraC;10,GH29:+0.2497;CBM91:+0.2293;GH97:+0.2191;AraC:+0.2183;10:+0.2105
716,0,host glycan,host glycan,1.0,GH89,GH89;FecR;GerE,GH89;FecR;GerE;1.B.14.6.1;null,GH89:+0.4079;FecR:+0.2877;GerE:+0.2105;1.B.14.6.1:+0.0795;null:+0.0335
719,0,host glycan,host glycan,1.0,8.A.46.2.2,8.A.46.2.2;GH18;1.B.14.6.13,8.A.46.2.2;GH18;1.B.14.6.13;FecR;null,8.A.46.2.2:+0.1527;GH18:+0.1475;1.B.14.6.13:+0.0611;FecR:+0.0525;null:+0.0343
720,0,host glycan,host glycan,1.0,GH38,GH38;GH20;GH125,GH38;GH20;GH125;GH92;null,GH38:+0.3008;GH20:+0.2740;GH125:+0.2076;GH92:+0.2015;null:+0.0179
725,0,host glycan,host glycan,1.0,CBM32,CBM32;GH92;1.B.14.6.1,CBM32;GH92;1.B.14.6.1;34;HTH,CBM32:+0.2362;GH92:+0.1832;1.B.14.6.1:+0.1619;34:+0.0514;HTH:+0.0337
728,0,host glycan,host glycan,1.0,CBM32,CBM32;GH92;1.B.14.6.1,CBM32;GH92;1.B.14.6.1;null;HTH,CBM32:+0.2801;GH92:+0.2154;1.B.14.6.1:+0.1634;null:+0.0922;HTH:+0.0631
731,0,host glycan,host glycan,0.9571984435797665,CE9,CE9,CE9,CE9:+0.5328
733,0,host glycan,host glycan,1.0,CE9,CE9;null;GntR,CE9;null;GntR,CE9:+0.6698;null:+0.0809;GntR:+0.0238
741,0,host glycan,host glycan,0.8250428816466551,GH112,GH112;GH136;3.A.1.1.4,GH112;GH136;3.A.1.1.4;null;AraC,GH112:+0.1851;GH136:+0.1345;3.A.1.1.4:+0.1096;null:+0.0321;AraC:+0.0185
758,0,host glycan,host glycan,1.0,CE9,CE9,CE9,CE9:+0.4017
760,0,host glycan,galactan,0.32828058724455955,GH53,GH53;null,GH53;null,GH53:+0.2793;null:+0.0273
770,0,host glycan,host glycan,1.0,CBM32,CBM32;null;1.B.14.6.1,CBM32;null;1.B.14.6.1,CBM32:+0.7731;null:+0.1032;1.B.14.6.1:+0.0986
771,0,host glycan,host glycan,1.0,CBM32,CBM32;null;1.B.14.6.1,CBM32;null;1.B.14.6.1,CBM32:+0.5111;null:+0.0798;1.B.14.6.1:+0.0727
773,0,host glycan,host glycan,0.9191919191919191,GH33,GH33;CBM93;3,GH33;CBM93;3;MarR;1.B.14.6.1,GH33:+0.1316;CBM93:+0.1245;3:+0.0730;MarR:+0.0330;1.B.14.6.1:+0.0307
780,0,host glycan,host glycan,0.9984276389027259,4.A.3.1.3,4.A.3.1.3;GH1;null,4.A.3.1.3;GH1;null,4.A.3.1.3:+0.5330;GH1:+0.3079;null:+0.1901
794,0,host glycan,host glycan,0.9981925930233123,DeoR,DeoR;GH95;null,DeoR;GH95;null;HTH;4.A.6.1.9,DeoR:+0.2180;GH95:+0.1231;null:+0.1046;HTH:+0.0944;4.A.6.1.9:+0.0922
797,0,host glycan,host glycan,0.8651424387076663,GH29,GH29;AraC;HTH,GH29;AraC;HTH;CBM91;10,GH29:+0.2051;AraC:+0.1841;HTH:+0.1683;CBM91:+0.1631;10:+0.1313
804,0,host glycan,host glycan,1.0,GH18,GH18;1.B.14.6.13;GH163,GH18;1.B.14.6.13;GH163;8.A.46.2.1;GH92,GH18:+0.0951;1.B.14.6.13:+0.0748;GH163:+0.0610;8.A.46.2.1:+0.0391;GH92:+0.0354
816,0,host glycan,host glycan,0.9184543086025956,GH88,GH88;PL12;1,GH88;PL12;1;4.A.6;null,GH88:+0.2550;PL12:+0.1149;1:+0.0356;4.A.6:+0.0206;null:+0.0122
818,0,host glycan,host glycan,0.5316742081447964,HTH,HTH;CE8;AraC,HTH;CE8;AraC;2;GH3,HTH:+0.1457;CE8:+0.1447;AraC:+0.1427;2:+0.1412;GH3:+0.1317
825,0,host glycan,host glycan,0.9793388429752066,PL8,PL8;2;HTH,PL8;2;HTH;8.A.46.1.3;AraC,PL8:+0.0519;2:+0.0495;HTH:+0.0493;8.A.46.1.3:+0.0439;AraC:+0.0389
847,0,pectin,pectin,0.5755991172280538,GH140,GH140;GH28;GH95,GH140;GH28;GH95;PL1;18,GH140:+0.0838;GH28:+0.0591;GH95:+0.0402;PL1:+0.0229;18:+0.0229
848,0,pectin,pectin,0.3158306723494306,1.B.35,1.B.35;CE10,1.B.35;CE10,1.B.35:+0.1419;CE10:+0.0532
851,0,pectin,pectin,0.8536585365853658,GH28,GH28;GH105;PL10,GH28;GH105;PL10;CE8;CE12,GH28:+0.0976;GH105:+0.0818;PL10:+0.0678;CE8:+0.0672;CE12:+0.0596
852,0,pectin,pectin,0.8276553106212424,GH105,GH105;GH28;PL11,GH105;GH28;PL11;PL1;GH106,GH105:+0.0817;GH28:+0.0803;PL11:+0.0515;PL1:+0.0488;GH106:+0.0293
855,0,pectin,pectin,0.850210970464135,GH105,GH105;CE12;CE8,GH105;CE12;CE8;PL1;HTH,GH105:+0.1212;CE12:+0.0920;CE8:+0.0729;PL1:+0.0580;HTH:+0.0330
856,0,pectin,pectin,0.9107883817427386,GH105,GH105;CE12;PL1,GH105;CE12;PL1;CE8;2,GH105:+0.1223;CE12:+0.0974;PL1:+0.0907;CE8:+0.0793;2:+0.0648
864,0,pectin,pectin,0.6487729596220655,GH147,GH147;GH53;GH133,GH147;GH53;GH133;GH2;10,GH147:+0.1766;GH53:+0.1415;GH133:+0.1394;GH2:+0.1084;10:+0.0554
874,0,pectin,pectin,0.5850556438791733,GH28,GH28;CE12;GH105,GH28;CE12;GH105;GH106,GH28:+0.1476;CE12:+0.1263;GH105:+0.0380;GH106:+0.0333
878,0,pectin,pectin,0.5293877153703883,GH3,GH3;1.B.14.6.1,GH3;1.B.14.6.1,GH3:+0.3346;1.B.14.6.1:+0.1998
883,0,pectin,pectin,0.6413699602198366,GH146,GH146;NUDIX;2.A.21.3.19,GH146;NUDIX;2.A.21.3.19;1;1.B.14.6.1,GH146:+0.1553;NUDIX:+0.1486;2.A.21.3.19:+0.0567;1:+0.0386;1.B.14.6.1:+0.0384
886,0,pectin,galactan,0.4595021148544854,GH53,GH53;GH147;8.A.46.1.1,GH53;GH147;8.A.46.1.1;1.B.14.6.1;null,GH53:+0.2100;GH147:+0.1338;8.A.46.1.1:+0.0667;1.B.14.6.1:+0.0552;null:+0.0087
892,0,pectin,pectin,0.9940357852882704,GH105,GH105;CE12;PL1,GH105;CE12;PL1;GH28;2,GH105:+0.1388;CE12:+0.0977;PL1:+0.0830;GH28:+0.0777;2:+0.0707
895,0,pectin,pectin,0.9273422562141491,GH33,GH33;GH95;18,GH33;GH95;18;GH28;GH140,GH33:+0.1052;GH95:+0.0881;18:+0.0876;GH28:+0.0775;GH140:+0.0770
907,0,pectin,pectin,0.5391962042492099,GH28,GH28,GH28,GH28:+0.3772
908,0,pectin,pectin,0.6678337547818194,PL1,PL1;null;GH36,PL1;null;GH36,PL1:+0.4769;null:+0.0351;GH36:+0.0338
918,0,pectin,pectin,0.36506505043235765,GH28,GH28;GH105;null,GH28;GH105;null;TrmB;PfkB,GH28:+0.1978;GH105:+0.0527;null:+0.0329;TrmB:+0.0136;PfkB:+0.0112
925,0,pectin,pectin,0.739021390632804,PL1,PL1;2;null,PL1;2;null,PL1:+0.3937;2:+0.0719;null:+0.0124
927,0,pectin,pectin,0.8273092369477911,GH28,GH28;GH105;PL11,GH28;GH105;PL11;PL1;GH106,GH28:+0.0794;GH105:+0.0788;PL11:+0.0485;PL1:+0.0473;GH106:+0.0277
928,0,pectin,pectin,1.0,2,2;PL1;TrmB,2;PL1;TrmB;5;null,2:+0.2282;PL1:+0.2132;TrmB:+0.0971;5:+0.0904;null:+0.0318
930,0,pectin,pectin,0.8160122293458668,GH105,GH105;PL11;CE12,GH105;PL11;CE12;HTH;AraC,GH105:+0.2071;PL11:+0.1685;CE12:+0.1684;HTH:+0.0902;AraC:+0.0901
934,0,xylan,xylan,0.8635396252267227,GH10,GH10;GH67;GH43,GH10;GH67;GH43;GH5;1,GH10:+0.1703;GH67:+0.0898;GH43:+0.0632;GH5:+0.0588;1:+0.0474
943,0,xylan,beta-mannan,0.19796449732573754,GH51,GH51;HTH,GH51;HTH,GH51:+0.1663;HTH:+0.0731
957,0,xylan,xylan,0.7530434782608696,12,12;GH43;GH10,12;GH43;GH10;GH97;CE1,12:+0.0480;GH43:+0.0477;GH10:+0.0454;GH97:+0.0419;CE1:+0.0412
961,0,xylan,xylan,0.6103678929765887,GH128,GH128;19;GH51,GH128;19;GH51;null;GH43,GH128:+0.2560;19:+0.1401;GH51:+0.0947;null:+0.0817;GH43:+0.0661
964,0,xylan,xylan,0.9104477611940298,GH97,GH97;46;8,GH97;46;8;GH3;GH13,GH97:+0.1839;46:+0.1323;8:+0.1203;GH3:+0.1184;GH13:+0.1101
966,0,xylan,xylan,0.9981872002570046,8.A.46.1.1,8.A.46.1.1;GH20;1.B.14.6.1,8.A.46.1.1;GH20;1.B.14.6.1;CBM32,8.A.46.1.1:+0.5972;GH20:+0.3869;1.B.14.6.1:+0.2039;CBM32:+0.0486
970,0,xylan,alpha-glucan,0.28206068608034424,LacI,LacI,LacI,LacI:+0.2576
979,0,xylan,xylan,1.0,2.A.2.3.2,2.A.2.3.2;11;CBM91,2.A.2.3.2;11;CBM91;GH43;HTH,2.A.2.3.2:+0.3147;11:+0.2919;CBM91:+0.1774;GH43:+0.1361;HTH:+0.0472
981,0,xylan,xylan,0.7830516657562127,GH115,GH115;12;GH43,GH115;12;GH43;8;CE1,GH115:+0.1024;12:+0.0800;GH43:+0.0700;8:+0.0666;CE1:+0.0645
984,0,xylan,xylan,0.9982409637386547,GH30,GH30;8;16,GH30;8;16;GH43;CBM6,GH30:+0.2943;8:+0.2634;16:+0.2047;GH43:+0.1953;CBM6:+0.1948
993,0,xylan,xylan,1.0,7,7;17;GH43,7;17;GH43;CE1;GH3,7:+0.1922;17:+0.1764;GH43:+0.1213;CE1:+0.0892;GH3:+0.0491
995,0,xylan,xylan,0.9960159362549801,7,7;17;GH43,7;17;GH43;CBM6;CE1,7:+0.2317;17:+0.1969;GH43:+0.1465;CBM6:+0.1047;CE1:+0.0954
1000,0,xylan,xylan,0.8003316838066274,GH10,GH10;GH67;2.A.2,GH10;GH67;2.A.2;21;1,GH10:+0.0983;GH67:+0.0423;2.A.2:+0.0332;21:+0.0314;1:+0.0307
1012,0,xylan,xylan,0.9983207116851636,LacI,LacI;CE20;CBM91,LacI;CE20;CBM91;11;10,LacI:+0.1243;CE20:+0.1217;CBM91:+0.1098;11:+0.1076;10:+0.1048
1016,0,xylan,xylan,0.9783109922802151,LacI,LacI;CE20;CBM91,LacI;CE20;CBM91;10;GH43,LacI:+0.1165;CE20:+0.1067;CBM91:+0.1046;10:+0.0993;GH43:+0.0988
1018,0,xylan,xylan,0.9783974300374987,CBM91,CBM91;CE20;10,CBM91;CE20;10;LacI;GH43,CBM91:+0.1298;CE20:+0.1175;10:+0.1098;LacI:+0.1042;GH43:+0.0982
1020,0,xylan,xylan,0.8051181102362204,GH10,GH10;GH67;1,GH10;GH67;1;GH43;2.A.2,GH10:+0.1841;GH67:+0.1117;1:+0.0511;GH43:+0.0383;2.A.2:+0.0323
1024,0,xylan,arabinogalactan,0.5526315789473684,GH51,GH51;27;GH43,GH51;27;GH43;4;26,GH51:+0.1099;27:+0.0668;GH43:+0.0656;4:+0.0575;26:+0.0391
1025,0,xylan,xylan,0.5238069178976191,11,11;GH43;null,11;GH43;null;12,11:+0.1872;GH43:+0.1327;null:+0.0681;12:+0.0609
6,1,alginate,alginate,0.7918093507582639,PL6,PL6;1;GntR,PL6;1;GntR;PfkB;null,PL6:+0.2512;1:+0.1622;GntR:+0.1246;PfkB:+0.0776;null:+0.0186
7,1,alginate,alginate,0.5945485519591142,PL5,PL5;1;binding,PL5;1;binding;null;AraC,PL5:+0.2331;1:+0.1279;binding:+0.0457;null:+0.0301;AraC:+0.0056
15,1,alginate,alginate,0.9723865877712031,PL17,PL17;PL6;5,PL17;PL6;5;binding;3,PL17:+0.1029;PL6:+0.0884;5:+0.0480;binding:+0.0480;3:+0.0453
16,1,alginate,alginate,0.540437025393522,PL15,PL15;1;null,PL15;1;null;GntR,PL15:+0.2123;1:+0.1766;null:+0.0503;GntR:+0.0170
18,1,alginate,alginate,0.5945485519591142,PL5,PL5;1;binding,PL5;1;binding;null;AraC,PL5:+0.2331;1:+0.1279;binding:+0.0457;null:+0.0301;AraC:+0.0056
20,1,alginate,alginate,0.6396226415094339,PL7,PL7;GntR;null,PL7;GntR;null,PL7:+0.3640;GntR:+0.1834;null:+0.0529
28,1,alginate,alginate,0.7890909090909091,PL17,PL17;GntR;2,PL17;GntR;2;2.A.1.14.25;binding,PL17:+0.1489;GntR:+0.0630;2:+0.0581;2.A.1.14.25:+0.0451;binding:+0.0428
38,1,alginate,alginate,1.0,PL17,PL17;PL6;GntR,PL17;PL6;GntR;1;2,PL17:+0.2453;PL6:+0.1581;GntR:+0.1232;1:+0.0963;2:+0.0658
40,1,alginate,alginate,0.9512711864406779,PL17,PL17;PL6;2,PL17;PL6;2;1;GntR,PL17:+0.2473;PL6:+0.1158;2:+0.0554;1:+0.0531;GntR:+0.0366
45,1,alginate,alginate,0.8827160493827161,PL17,PL17;PL6;1,PL17;PL6;1;2;null,PL17:+0.2858;PL6:+0.1540;1:+0.0865;2:+0.0268;null:+0.0049
53,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;GH97;1.B.14.6.1,GH13;GH97;1.B.14.6.1;TPR;2,GH13:+0.2893;GH97:+0.2360;1.B.14.6.1:+0.0909;TPR:+0.0453;2:+0.0331
59,1,alpha-glucan,alpha-glucan,0.8352713178294573,LacI,LacI;GH13;Pyr,LacI;GH13;Pyr;redox;GH65,LacI:+0.1545;GH13:+0.1497;Pyr:+0.0637;redox:+0.0491;GH65:+0.0256
63,1,alpha-glucan,alpha-glucan,0.653631284916201,20,20;CBM34;GH13,20;CBM34;GH13;8.A.9,20:+0.0861;CBM34:+0.0808;GH13:+0.0712;8.A.9:+0.0425
72,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;GT5;GT35,GH13;GT5;GT35;CBM48;null,GH13:+0.1467;GT5:+0.0984;GT35:+0.0968;CBM48:+0.0598;null:+0.0081
77,1,alpha-glucan,alpha-glucan,1.0,LacI,LacI;GH13;10,LacI;GH13;10;8.A.46.1.1;1.B.14.6.1,LacI:+0.2915;GH13:+0.2609;10:+0.2176;8.A.46.1.1:+0.1496;1.B.14.6.1:+0.0657
78,1,alpha-glucan,alpha-glucan,0.5995145631067961,GH13,GH13;10;LacI,GH13;10;LacI,GH13:+0.2245;10:+0.0704;LacI:+0.0345
79,1,alpha-glucan,alpha-glucan,0.8752598752598751,GH13,GH13;GH97;10,GH13;GH97;10;null;8.A.46.1.1,GH13:+0.2281;GH97:+0.1938;10:+0.0342;null:+0.0299;8.A.46.1.1:+0.0199
88,1,alpha-glucan,alpha-glucan,1.0,LacI,LacI;GH13;3.A.1.1.45,LacI;GH13;3.A.1.1.45;30,LacI:+0.1767;GH13:+0.0484;3.A.1.1.45:+0.0205;30:+0.0124
89,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;CBM34;20,GH13;CBM34;20;3.A.1.1.27;31,GH13:+0.1956;CBM34:+0.0824;20:+0.0763;3.A.1.1.27:+0.0290;31:+0.0156
94,1,alpha-glucan,alpha-glucan,0.9898580121703854,LacI,LacI;GH13;GH77,LacI;GH13;GH77;3.A.1.1.45;44,LacI:+0.1218;GH13:+0.0531;GH77:+0.0216;3.A.1.1.45:+0.0104;44:+0.0001
104,1,alpha-glucan,alpha-glucan,1.0,GH32,GH32,GH32,GH32:+0.1917
107,1,alpha-glucan,host glycan,0.2780238500851788,GerE,GerE;c;4.A.6.1.6,GerE;c;4.A.6.1.6;HATPase;null,GerE:+0.1681;c:+0.0362;4.A.6.1.6:+0.0120;HATPase:+0.0105;null:+0.0039
108,1,alpha-glucan,alpha-glucan,0.7591627830322561,3.A.1.1.10,3.A.1.1.10;GH32;bac,3.A.1.1.10;GH32;bac;SBP;1,3.A.1.1.10:+0.2203;GH32:+0.1820;bac:+0.1099;SBP:+0.0982;1:+0.0276
111,1,alpha-glucan,alpha-glucan,0.6260367221937347,4.A.1.1.16,4.A.1.1.16;GH4,4.A.1.1.16;GH4,4.A.1.1.16:+0.4697;GH4:+0.1787
122,1,alpha-glucan,alpha-glucan,0.8716893308457233,GH97,GH97;GH66;GH31,GH97;GH66;GH31,GH97:+0.2040;GH66:+0.0734;GH31:+0.0657
124,1,alpha-glucan,alpha-glucan,0.5701754385964912,GntR,GntR;GH4,GntR;GH4,GntR:+0.4138;GH4:+0.3324
125,1,alpha-glucan,alpha-glucan,1.0,LacI,LacI;GH77;GT35,LacI;GH77;GT35,LacI:+0.2176;GH77:+0.1117;GT35:+0.0907
132,1,alpha-glucan,alpha-glucan,0.8897020548474712,GH13,GH13;GT5;CBM48,GH13;GT5;CBM48;9;null,GH13:+0.2572;GT5:+0.1174;CBM48:+0.0813;9:+0.0302;null:+0.0174
137,1,alpha-glucan,alpha-glucan,0.548265662812584,LacI,LacI;GH32,LacI;GH32,LacI:+0.1646;GH32:+0.1024
141,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;18;2.A.1.2.93,GH13;18;2.A.1.2.93,GH13:+0.1256;18:+0.0731;2.A.1.2.93:+0.0183
154,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;20;CBM34,GH13;20;CBM34;GH65;31,GH13:+0.1253;20:+0.0915;CBM34:+0.0887;GH65:+0.0849;31:+0.0706
155,1,alpha-glucan,fructan,0.5020049495578784,GH32,GH32;null,GH32;null,GH32:+0.4507;null:+0.2491
158,1,alpha-glucan,fructan,0.5020049495578784,GH32,GH32;null,GH32;null,GH32:+0.4507;null:+0.2491
159,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;GT35;GT5,GH13;GT35;GT5;CBM48;9,GH13:+0.1237;GT35:+0.0551;GT5:+0.0525;CBM48:+0.0340;9:+0.0101
161,1,alpha-glucan,alpha-glucan,0.9722222222222222,GH13,GH13;GT5;GT35,GH13;GT5;GT35;CBM48;9,GH13:+0.1049;GT5:+0.0777;GT35:+0.0739;CBM48:+0.0504;9:+0.0224
179,1,alpha-mannan,alpha-mannan,0.9841269841269841,GH76,GH76;GH92;GH125,GH76;GH92;GH125;null;GT32,GH76:+0.1651;GH92:+0.1463;GH125:+0.1460;null:+0.1419;GT32:+0.1184
180,1,alpha-mannan,alpha-mannan,0.9939879759519038,GH92,GH92;GH125;GH76,GH92;GH125;GH76;GH130;GH38,GH92:+0.1910;GH125:+0.1800;GH76:+0.1713;GH130:+0.1598;GH38:+0.1490
190,1,alpha-mannan,alpha-mannan,0.8926029093160012,GH99,GH99;GH92;null,GH99;GH92;null,GH99:+0.3530;GH92:+0.2058;null:+0.1740
193,1,alpha-mannan,alpha-mannan,0.466281310211946,GH125,GH125;GH92;LacI,GH125;GH92;LacI;GH76;null,GH125:+0.1715;GH92:+0.1094;LacI:+0.1006;GH76:+0.0817;null:+0.0433
197,1,alpha-mannan,alpha-mannan,0.5773026315789472,GH125,GH125;GH76;GH97,GH125;GH76;GH97;GH67;GH92,GH125:+0.1678;GH76:+0.1655;GH97:+0.1134;GH67:+0.1093;GH92:+0.1035
199,1,arabinogalactan,arabinogalactan,0.6686007580678152,GH142,GH142;GH143;18,GH142;GH143;18;GH43;CBM67,GH142:+0.1760;GH143:+0.1618;18:+0.1547;GH43:+0.1194;CBM67:+0.1145
200,1,arabinogalactan,xylan,0.3608097216194432,GH43,GH43;26;27,GH43;26;27,GH43:+0.0926;26:+0.0836;27:+0.0311
202,1,arabinogalactan,arabinogalactan,0.36066154631762143,22,22;9.B.28;2.A.3,22;9.B.28;2.A.3;GH43,22:+0.1152;9.B.28:+0.0919;2.A.3:+0.0680;GH43:+0.0440
204,1,arabinogalactan,arabinogalactan,0.655367231638418,5,5;GH146;GH43,5;GH146;GH43;22;HTH,5:+0.0819;GH146:+0.0805;GH43:+0.0769;22:+0.0706;HTH:+0.0676
206,1,arabinogalactan,arabinogalactan,0.4844348379378633,24,24;HTH;AraC,24;HTH;AraC;GH43;GH16,24:+0.2419;HTH:+0.0723;AraC:+0.0598;GH43:+0.0499;GH16:+0.0209
222,1,arabinogalactan,beta-mannan,0.4015345268542199,LacI,LacI;3.A.1;bac,LacI;3.A.1;bac;SBP;null,LacI:+0.2304;3.A.1:+0.1347;bac:+0.0709;SBP:+0.0523;null:+0.0249
228,1,arabinogalactan,arabinogalactan,1.0,GH51,GH51;3.A.1.1.34;1,GH51;3.A.1.1.34;1;null,GH51:+0.3419;3.A.1.1.34:+0.2381;1:+0.1862;null:+0.1136
234,1,beta-glucan,beta-glucan,0.4812040634801744,GH1,GH1;LacI,GH1;LacI,GH1:+0.4380;LacI:+0.0896
235,1,beta-glucan,beta-glucan,0.5838527909843285,GH1,GH1;LacI,GH1;LacI,GH1:+0.5215;LacI:+0.1235
236,1,beta-glucan,beta-glucan,0.5878378378378378,3,3;GH3;GH16,3;GH3;GH16;null,3:+0.2244;GH3:+0.1563;GH16:+0.0796;null:+0.0180
240,1,beta-glucan,beta-glucan,0.7251067489672608,GH1,GH1;3;LacI,GH1;3;LacI;Peripla;BP,GH1:+0.4148;3:+0.1216;LacI:+0.0881;Peripla:+0.0561;BP:+0.0545
244,1,beta-glucan,beta-glucan,1.0,GH1,GH1;LacI;3,GH1;LacI;3;GH3;GH16,GH1:+0.1941;LacI:+0.1408;3:+0.1103;GH3:+0.1002;GH16:+0.0800
246,1,beta-glucan,beta-glucan,0.7625231910946195,GH30,GH30;3;GH3,GH30;3;GH3;GH17;GH149,GH30:+0.1668;3:+0.1030;GH3:+0.0926;GH17:+0.0255;GH149:+0.0231
247,1,beta-glucan,beta-glucan,0.20168067226890754,GH16,GH16;GH3,GH16;GH3,GH16:+0.1493;GH3:+0.0480
250,1,beta-glucan,beta-mannan,0.3260814408355392,4.A.3.2.4,4.A.3.2.4;GH1,4.A.3.2.4;GH1,4.A.3.2.4:+0.2517;GH1:+0.1555
256,1,beta-glucan,beta-glucan,1.0,GH3,GH3;GerE;GH158,GH3;GerE;GH158;3;GH16,GH3:+0.1537;GerE:+0.1453;GH158:+0.1331;3:+0.0756;GH16:+0.0534
261,1,beta-glucan,beta-glucan,1.0,4.A.1.2.2,4.A.1.2.2;GH1,4.A.1.2.2;GH1,4.A.1.2.2:+0.4362;GH1:+0.3987
277,1,beta-glucan,xylan,0.4521600319265689,GH35,GH35;1.B.14,GH35;1.B.14,GH35:+0.3452;1.B.14:+0.0726
279,1,beta-glucan,xylan,0.6719275917352066,GH35,GH35;1.B.14;null,GH35;1.B.14;null,GH35:+0.5864;1.B.14:+0.1625;null:+0.0819
284,1,beta-glucan,beta-glucan,0.8105895412916782,GH3,GH3;GH158;GerE,GH3;GH158;GerE;null;1.B.14,GH3:+0.2182;GH158:+0.2059;GerE:+0.1883;null:+0.0571;1.B.14:+0.0115
290,1,beta-glucan,beta-glucan,0.9312499999999999,GH16,GH16;GH3;1.B.14,GH16;GH3;1.B.14;8.A.46;HTH,GH16:+0.2097;GH3:+0.2069;1.B.14:+0.1507;8.A.46:+0.1298;HTH:+0.0756
304,1,beta-glucan,chitin,0.30738961993555985,GH3,GH3;GH94,GH3;GH94,GH3:+0.1276;GH94:+0.0331
307,1,beta-glucan,beta-glucan,0.6672661781391361,GH9,GH9;CBM3;GH5,GH9;CBM3;GH5;17,GH9:+0.2361;CBM3:+0.0568;GH5:+0.0476;17:+0.0131
313,1,beta-glucan,beta-glucan,1.0,3,3;GH30;7,3;GH30;7;GH3;HTH,3:+0.3664;GH30:+0.3058;7:+0.2058;GH3:+0.1621;HTH:+0.1010
314,1,beta-glucan,beta-glucan,1.0,3,3;GH30;7,3;GH30;7;GH3;HTH,3:+0.3229;GH30:+0.2899;7:+0.1815;GH3:+0.1546;HTH:+0.0840
316,1,beta-glucan,beta-glucan,0.5663551401869158,GH157,GH157;GH3;HTH,GH157;GH3;HTH;AraC;null,GH157:+0.2688;GH3:+0.2583;HTH:+0.1263;AraC:+0.0919;null:+0.0764
321,1,beta-glucan,beta-glucan,0.5838527909843285,GH1,GH1;LacI,GH1;LacI,GH1:+0.5215;LacI:+0.1235
322,1,beta-glucan,beta-glucan,1.0,GH1,GH1;LacI;3.A.1.1.23,GH1;LacI;3.A.1.1.23,GH1:+0.5137;LacI:+0.3194;3.A.1.1.23:+0.2588
323,1,beta-glucan,beta-glucan,1.0,GH1,GH1;LacI;4.A.3.2.7,GH1;LacI;4.A.3.2.7;4.A.3.2.6;Glucokinase,GH1:+0.3592;LacI:+0.3448;4.A.3.2.7:+0.1883;4.A.3.2.6:+0.1819;Glucokinase:+0.1480
331,1,beta-glucan,beta-glucan,1.0,GH73,GH73;null;9.B.154.1.2,GH73;null;9.B.154.1.2;Peptidase;M23,GH73:+0.2195;null:+0.0642;9.B.154.1.2:+0.0418;Peptidase:+0.0159;M23:+0.0060
