idx,fold,true,pred,prob_true,top1,top3,top5,top5_with_delta
692,0,host glycan,galactan,0.14991581618134392,GH2,GH2,GH2,GH2:+0.0828
708,0,host glycan,host glycan,0.9081632653061223,GH2,GH2;GH33,GH2;GH33,GH2:+0.1360;GH33:+0.0715
719,0,host glycan,host glycan,1.0,8.A.46,8.A.46;GH18;FecR,8.A.46;GH18;FecR;null;GerE,8.A.46:+0.3475;GH18:+0.3267;FecR:+0.1640;null:+0.1596;GerE:+0.0869
721,0,host glycan,host glycan,1.0,8.A.46,8.A.46;GH18;GH163,8.A.46;GH18;GH163;GH130;GH92,8.A.46:+0.2550;GH18:+0.2465;GH163:+0.1917;GH130:+0.1264;GH92:+0.0973
722,0,host glycan,host glycan,1.0,GH18,GH18;8.A.46;GH163,GH18;8.A.46;GH163;GH130;GH92,GH18:+0.2213;8.A.46:+0.2168;GH163:+0.1717;GH130:+0.1606;GH92:+0.1274
723,0,host glycan,host glycan,0.7509803921568627,GH163,GH163;8.A.46;GH130,GH163;8.A.46;GH130;GH92;null,GH163:+0.3297;8.A.46:+0.2184;GH130:+0.1449;GH92:+0.0977;null:+0.0628
724,0,host glycan,host glycan,0.8431001890359168,FecR,FecR;GH163;GH92,FecR;GH163;GH92;GH130;GerE,FecR:+0.0822;GH163:+0.0782;GH92:+0.0589;GH130:+0.0578;GerE:+0.0572
729,0,host glycan,arabinogalactan,0.2084507042253521,AraC,AraC;1.B.14;null,AraC;1.B.14;null;HTH,AraC:+0.0676;1.B.14:+0.0290;null:+0.0213;HTH:+0.0172
731,0,host glycan,host glycan,0.9298740448901625,CE9,CE9,CE9,CE9:+0.5655
736,0,host glycan,host glycan,1.0,2.A.115,2.A.115;CBM32;GH2,2.A.115;CBM32;GH2;1.B.14;GH109,2.A.115:+0.0823;CBM32:+0.0696;GH2:+0.0647;1.B.14:+0.0579;GH109:+0.0473
738,0,host glycan,host glycan,1.0,CBM32,CBM32;GH92;1.B.14,CBM32;GH92;1.B.14;null;HTH,CBM32:+0.3476;GH92:+0.2264;1.B.14:+0.1129;null:+0.0975;HTH:+0.0738
746,0,host glycan,host glycan,0.9920159680638723,CE9,CE9;DeoR;4.A.6,CE9;DeoR;4.A.6;SIS;HTH,CE9:+0.1459;DeoR:+0.0826;4.A.6:+0.0736;SIS:+0.0360;HTH:+0.0217
757,0,host glycan,host glycan,1.0,CE9,CE9,CE9,CE9:+0.6090
767,0,host glycan,host glycan,1.0,GH88,GH88;4.A.6;PL12,GH88;4.A.6;PL12;null,GH88:+0.2888;4.A.6:+0.1377;PL12:+0.1068;null:+0.0351
780,0,host glycan,host glycan,1.0,4.A.3,4.A.3;null;GH1,4.A.3;null;GH1,4.A.3:+0.5346;null:+0.4235;GH1:+0.3258
792,0,host glycan,host glycan,1.0,GerE,GerE;CBM67;GH78,GerE;CBM67;GH78;GH92;null,GerE:+0.1464;CBM67:+0.1211;GH78:+0.1137;GH92:+0.1129;null:+0.1033
794,0,host glycan,host glycan,1.0,DeoR,DeoR;4.A.6;CBM47,DeoR;4.A.6;CBM47;null;HTH,DeoR:+0.2195;4.A.6:+0.1843;CBM47:+0.1016;null:+0.0971;HTH:+0.0840
807,0,host glycan,host glycan,0.4577656675749319,GH2,GH2,GH2,GH2:+0.3933
808,0,host glycan,host glycan,0.7285714285714286,GH20,GH20;GH33;GH2,GH20;GH33;GH2,GH20:+0.1704;GH33:+0.1506;GH2:+0.1048
811,0,host glycan,host glycan,0.9564356435643564,GH88,GH88;4.A.6;PL12,GH88;4.A.6;PL12;PfkB;null,GH88:+0.2170;4.A.6:+0.0867;PL12:+0.0613;PfkB:+0.0498;null:+0.0257
814,0,host glycan,beta-glucan,0.03901734104046243,AraC,AraC;HTH,AraC;HTH,AraC:+0.0134;HTH:+0.0056
816,0,host glycan,host glycan,1.0,GH88,GH88;4.A.6;PL12,GH88;4.A.6;PL12;null,GH88:+0.2888;4.A.6:+0.1377;PL12:+0.1068;null:+0.0351
833,0,pectin,pectin,1.0,GH144,GH144;GH3,GH144;GH3,GH144:+0.3869;GH3:+0.3571
840,0,pectin,pectin,1.0,GH105,GH105;LacI;GH28,GH105;LacI;GH28;1.B.14;CE12,GH105:+0.0792;LacI:+0.0699;GH28:+0.0682;1.B.14:+0.0494;CE12:+0.0478
841,0,pectin,pectin,0.6708868609202566,PL10,PL10;CE8,PL10;CE8,PL10:+0.1654;CE8:+0.0477
842,0,pectin,pectin,1.0,GH3,GH3;GH133;1.B.14,GH3;GH133;1.B.14;GT4;GH57,GH3:+0.2938;GH133:+0.2892;1.B.14:+0.2592;GT4:+0.2537;GH57:+0.2273
848,0,pectin,host glycan,0.12172409759180802,1.B.35,1.B.35;CE10,1.B.35;CE10,1.B.35:+0.0389;CE10:+0.0125
854,0,pectin,pectin,0.6029411764705882,GH28,GH28;PL1;GH105,GH28;PL1;GH105;PL11;CE20,GH28:+0.1227;PL1:+0.0356;GH105:+0.0288;PL11:+0.0269;CE20:+0.0145
858,0,pectin,pectin,0.9783464566929133,GH105,GH105;CE12;1.B.14,GH105;CE12;1.B.14;GH28;PL1,GH105:+0.1265;CE12:+0.0922;1.B.14:+0.0878;GH28:+0.0814;PL1:+0.0797
864,0,pectin,pectin,1.0,GH147,GH147;GH53;GH133,GH147;GH53;GH133;1.B.14;8.A.46,GH147:+0.3860;GH53:+0.2614;GH133:+0.2597;1.B.14:+0.2251;8.A.46:+0.2134
865,0,pectin,pectin,1.0,GH3,GH3;1.B.14;GH144,GH3;1.B.14;GH144,GH3:+0.2962;1.B.14:+0.1345;GH144:+0.1194
868,0,pectin,pectin,1.0,GH3,GH3,GH3,GH3:+0.2910
876,0,pectin,pectin,0.5632798573975044,GH28,GH28;GH105;8.A.46,GH28;GH105;8.A.46;1.B.14;HTH,GH28:+0.1870;GH105:+0.0633;8.A.46:+0.0491;1.B.14:+0.0255;HTH:+0.0079
894,0,pectin,pectin,0.9920477137176938,GH105,GH105;CE12;GH28,GH105;CE12;GH28;1.B.14;GH42,GH105:+0.1362;CE12:+0.1260;GH28:+0.1260;1.B.14:+0.1168;GH42:+0.0944
898,0,pectin,pectin,1.0,CE12,CE12;1.B.14;8.A.46,CE12;1.B.14;8.A.46;GH105;PL11,CE12:+0.1444;1.B.14:+0.1443;8.A.46:+0.1210;GH105:+0.1096;PL11:+0.1022
903,0,pectin,pectin,0.7115789473684211,PL1,PL1;1.B.14,PL1;1.B.14,PL1:+0.3420;1.B.14:+0.0641
915,0,pectin,pectin,1.0,GH28,GH28;GH105;LacI,GH28;GH105;LacI;2.A.56;PfkB,GH28:+0.1294;GH105:+0.1280;LacI:+0.1144;2.A.56:+0.1050;PfkB:+0.0934
916,0,pectin,pectin,1.0,GH105,GH105;GH28;2.A.56,GH105;GH28;2.A.56;LacI;CE12,GH105:+0.1255;GH28:+0.1253;2.A.56:+0.1029;LacI:+0.1027;CE12:+0.0896
920,0,pectin,pectin,0.97265625,CBM67,CBM67;GH33;GH2,CBM67;GH33;GH2;HTH;GH28,CBM67:+0.1002;GH33:+0.0880;GH2:+0.0876;HTH:+0.0842;GH28:+0.0767
922,0,pectin,pectin,0.9117647058823529,GH28,GH28;GH105;2.A.56,GH28;GH105;2.A.56;LacI;1.B.14,GH28:+0.1038;GH105:+0.0988;2.A.56:+0.0962;LacI:+0.0712;1.B.14:+0.0552
931,0,pectin,pectin,0.9980396750052399,CE12,CE12;GH105;GH42,CE12;GH105;GH42;AraC;PL11,CE12:+0.2129;GH105:+0.2110;GH42:+0.1927;AraC:+0.1845;PL11:+0.1700
932,0,pectin,pectin,1.0,PL1,PL1;TrmB;null,PL1;TrmB;null,PL1:+0.4704;TrmB:+0.2378;null:+0.0818
935,0,xylan,xylan,0.7852526876917121,GH3,GH3;GH115;GH43,GH3;GH115;GH43;GH97;HTH,GH3:+0.1202;GH115:+0.1092;GH43:+0.1068;GH97:+0.0937;HTH:+0.0825
936,0,xylan,xylan,0.8471214320270923,GH10,GH10;GH43;GH115,GH10;GH43;GH115;2.A.2;null,GH10:+0.1632;GH43:+0.0713;GH115:+0.0188;2.A.2:+0.0137;null:+0.0092
939,0,xylan,host glycan,0.21951219512195125,GH20,GH20;8.A.46;1.B.14,GH20;8.A.46;1.B.14,GH20:+0.1566;8.A.46:+0.1500;1.B.14:+0.0917
946,0,xylan,xylan,1.0,GH43,GH43;CBM6;CE1,GH43;CBM6;CE1;GH3;HTH,GH43:+0.3602;CBM6:+0.2565;CE1:+0.2149;GH3:+0.1829;HTH:+0.1148
950,0,xylan,xylan,0.8350286806883365,GH43,GH43;CBM6;CE1,GH43;CBM6;CE1;HTH;AraC,GH43:+0.2816;CBM6:+0.1976;CE1:+0.1337;HTH:+0.1153;AraC:+0.0969
952,0,xylan,xylan,1.0,GH10,GH10;GH95;GH3,GH10;GH95;GH3;HTH;AraC,GH10:+0.2141;GH95:+0.1779;GH3:+0.1593;HTH:+0.1461;AraC:+0.1263
958,0,xylan,xylan,0.8522727272727273,GH97,GH97;CE1;GH10,GH97;CE1;GH10;GH43;CE6,GH97:+0.0716;CE1:+0.0586;GH10:+0.0580;GH43:+0.0563;CE6:+0.0504
965,0,xylan,xylan,0.6514161220043573,CBM32,CBM32;8.A.46;GH20,CBM32;8.A.46;GH20;1.B.14,CBM32:+0.4319;8.A.46:+0.4308;GH20:+0.3209;1.B.14:+0.2135
967,0,xylan,xylan,0.8132075471698113,1.B.14,1.B.14;PL11;GH3,1.B.14;PL11;GH3;GH2;GH43,1.B.14:+0.2617;PL11:+0.2539;GH3:+0.2269;GH2:+0.2266;GH43:+0.1808
972,0,xylan,xylan,1.0,GH35,GH35;1.B.14;null,GH35;1.B.14;null,GH35:+0.8561;1.B.14:+0.4586;null:+0.3295
979,0,xylan,xylan,1.0,2.A.2,2.A.2;CBM91;GH43,2.A.2;CBM91;GH43;null;AraC,2.A.2:+0.4995;CBM91:+0.3420;GH43:+0.2382;null:+0.1267;AraC:+0.0628
980,0,xylan,xylan,0.9878787878787879,GH97,GH97;GH115;GH67,GH97;GH115;GH67;GH10;GH8,GH97:+0.0899;GH115:+0.0659;GH67:+0.0650;GH10:+0.0628;GH8:+0.0528
989,0,xylan,xylan,1.0,GH10,GH10;GH67;2.A.2,GH10;GH67;2.A.2;AraC;CE20,GH10:+0.1811;GH67:+0.1751;2.A.2:+0.1338;AraC:+0.1107;CE20:+0.1011
990,0,xylan,xylan,1.0,GH67,GH67;GH10;1.B.14,GH67;GH10;1.B.14;2.A.2;null,GH67:+0.1451;GH10:+0.1323;1.B.14:+0.1109;2.A.2:+0.1047;null:+0.0961
995,0,xylan,xylan,1.0,GH43,GH43;CBM6;CE1,GH43;CBM6;CE1;GH3;AraC,GH43:+0.3586;CBM6:+0.2460;CE1:+0.2046;GH3:+0.1743;AraC:+0.1151
997,0,xylan,xylan,1.0,GH10,GH10;1.B.14;HTH,GH10;1.B.14;HTH;AraC;GH30,GH10:+0.5262;1.B.14:+0.2391;HTH:+0.2390;AraC:+0.2365;GH30:+0.1836
1008,0,xylan,xylan,0.49611197511664074,GH67,GH67;GH10;GH43,GH67;GH10;GH43;LacI;GH3,GH67:+0.1454;GH10:+0.0850;GH43:+0.0256;LacI:+0.0214;GH3:+0.0212
1009,0,xylan,xylan,0.7895716945996275,2.A.2,2.A.2;GH10;GH67,2.A.2;GH10;GH67;GH43;null,2.A.2:+0.1090;GH10:+0.1083;GH67:+0.0898;GH43:+0.0254;null:+0.0144
1022,0,xylan,xylan,0.7150259067357513,GH67,GH67;2.A.2;1.B.14,GH67;2.A.2;1.B.14;GerE;null,GH67:+0.3804;2.A.2:+0.1905;1.B.14:+0.1053;GerE:+0.0788;null:+0.0523
3,1,alginate,alginate,0.9592668024439918,PL17,PL17;PL6;1.B.14,PL17;PL6;1.B.14;null,PL17:+0.4191;PL6:+0.3163;1.B.14:+0.0869;null:+0.0210
4,1,alginate,alginate,0.829524174723667,PL6,PL6;GntR;3.D.2,PL6;GntR;3.D.2;PfkB;null,PL6:+0.2066;GntR:+0.1821;3.D.2:+0.0912;PfkB:+0.0903;null:+0.0345
6,1,alginate,alginate,0.829524174723667,PL6,PL6;GntR;3.D.2,PL6;GntR;3.D.2;PfkB;null,PL6:+0.2066;GntR:+0.1821;3.D.2:+0.0912;PfkB:+0.0903;null:+0.0345
13,1,alginate,alginate,0.6105769230769231,PL6,PL6;PL7;GntR,PL6;PL7;GntR;1.B.14;null,PL6:+0.1241;PL7:+0.1132;GntR:+0.0650;1.B.14:+0.0084;null:+0.0012
21,1,alginate,alginate,0.9564356435643564,PL7,PL7;GntR;null,PL7;GntR;null;1.B.14,PL7:+0.4298;GntR:+0.3199;null:+0.1231;1.B.14:+0.1214
23,1,alginate,alginate,0.9383983572895277,PL17,PL17;PL6;null,PL17;PL6;null;2.A.1;binding,PL17:+0.2646;PL6:+0.1072;null:+0.0519;2.A.1:+0.0456;binding:+0.0438
25,1,alginate,alginate,0.9383983572895277,PL17,PL17;PL6;null,PL17;PL6;null;2.A.1;binding,PL17:+0.2646;PL6:+0.1072;null:+0.0519;2.A.1:+0.0456;binding:+0.0438
36,1,alginate,alginate,0.4729596521795281,PL15,PL15;binding;null,PL15;binding;null;AraC,PL15:+0.2024;binding:+0.0967;null:+0.0141;AraC:+0.0123
43,1,alginate,alginate,0.6614337694081047,PL6,PL6;1.B.14;null,PL6;1.B.14;null;LacI,PL6:+0.6038;1.B.14:+0.1122;null:+0.0645;LacI:+0.0087
44,1,alginate,alginate,0.8726899383983572,PL6,PL6;PL7;1.B.14,PL6;PL7;1.B.14;null;LacI,PL6:+0.3352;PL7:+0.2113;1.B.14:+0.1074;null:+0.0784;LacI:+0.0651
55,1,alpha-glucan,alpha-glucan,0.7986041193058865,GH13,GH13;2.A.1,GH13;2.A.1,GH13:+0.2899;2.A.1:+0.0336
57,1,alpha-glucan,alpha-glucan,0.9966213758352228,GH32,GH32;2.A.1,GH32;2.A.1,GH32:+0.4879;2.A.1:+0.3429
59,1,alpha-glucan,alpha-glucan,1.0,LacI,LacI;redox;GH13,LacI;redox;GH13;2.A.21;Pyr,LacI:+0.1766;redox:+0.1309;GH13:+0.1211;2.A.21:+0.1105;Pyr:+0.1100
63,1,alpha-glucan,alpha-glucan,0.8426375716452051,GH13,GH13;CBM34;LacI,GH13;CBM34;LacI;3.A.1;GH65,GH13:+0.1318;CBM34:+0.1068;LacI:+0.0424;3.A.1:+0.0286;GH65:+0.0253
66,1,alpha-glucan,alpha-glucan,0.9389763779527559,GH31,GH31;GH66;8.A.46,GH31;GH66;8.A.46;null,GH31:+0.1506;GH66:+0.0677;8.A.46:+0.0361;null:+0.0059
69,1,alpha-glucan,alpha-glucan,0.7832310838445807,GH97,GH97;1.B.14;8.A.9,GH97;1.B.14;8.A.9;null,GH97:+0.4946;1.B.14:+0.0851;8.A.9:+0.0168;null:+0.0068
76,1,alpha-glucan,alpha-glucan,0.6990291262135921,GH13,GH13;Pyr;redox,GH13;Pyr;redox,GH13:+0.3551;Pyr:+0.0538;redox:+0.0377
82,1,alpha-glucan,alpha-glucan,0.7461139896373056,GH13,GH13,GH13,GH13:+0.6842
88,1,alpha-glucan,alpha-glucan,0.9722222222222222,LacI,LacI;GH13;GH77,LacI;GH13;GH77;3.A.1,LacI:+0.1509;GH13:+0.0783;GH77:+0.0771;3.A.1:+0.0340
89,1,alpha-glucan,alpha-glucan,0.9983618211603252,GH13,GH13;CBM34;3.A.1,GH13;CBM34;3.A.1,GH13:+0.3308;CBM34:+0.3115;3.A.1:+0.0562
91,1,alpha-glucan,alpha-glucan,0.9947413913824491,null,null;GH13;bac,null;GH13;bac;SBP;3.A.1,null:+0.6941;GH13:+0.6923;bac:+0.2433;SBP:+0.2391;3.A.1:+0.1209
100,1,alpha-glucan,alpha-glucan,1.0,GH31,GH31;GH66;8.A.46,GH31;GH66;8.A.46;null,GH31:+0.3464;GH66:+0.3216;8.A.46:+0.1220;null:+0.0259
117,1,alpha-glucan,alpha-glucan,1.0,GH97,GH97;GH13;1.B.14,GH97;GH13;1.B.14;null,GH97:+0.3072;GH13:+0.2387;1.B.14:+0.0941;null:+0.0081
128,1,alpha-glucan,alpha-glucan,0.9530002504535653,LacI,LacI;GH77;GT35,LacI;GH77;GT35,LacI:+0.2512;GH77:+0.1979;GT35:+0.1634
129,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;GT5;GT35,GH13;GT5;GT35;CBM48;null,GH13:+0.1328;GT5:+0.0731;GT35:+0.0355;CBM48:+0.0331;null:+0.0040
131,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;GT5;CBM48,GH13;GT5;CBM48;null,GH13:+0.1079;GT5:+0.0857;CBM48:+0.0395;null:+0.0040
137,1,alpha-glucan,fructan,0.411674738119646,,,,
138,1,alpha-glucan,alpha-glucan,0.9980644332956232,PfkB,PfkB;LacI;GH32,PfkB;LacI;GH32;3.A.1;null,PfkB:+0.5864;LacI:+0.5858;GH32:+0.1875;3.A.1:+0.0576;null:+0.0358
142,1,alpha-glucan,alpha-glucan,0.7102743705159148,GH13,GH13;GH97;1.B.14,GH13;GH97;1.B.14;8.A.9;null,GH13:+0.1579;GH97:+0.1421;1.B.14:+0.1004;8.A.9:+0.0144;null:+0.0007
147,1,alpha-glucan,alpha-glucan,0.9980644332956232,LacI,LacI;GH32;2.A.1,LacI;GH32;2.A.1,LacI:+0.9981;GH32:+0.1737;2.A.1:+0.0707
149,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;LacI,GH13;LacI,GH13:+0.3876;LacI:+0.2539
159,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;GT5;CBM48,GH13;GT5;CBM48;GT35;Pyr,GH13:+0.0749;GT5:+0.0647;CBM48:+0.0375;GT35:+0.0361;Pyr:+0.0040
160,1,alpha-glucan,alpha-glucan,0.8482137567391432,GH13,GH13;GH65;LacI,GH13;GH65;LacI;1.B.14;null,GH13:+0.3640;GH65:+0.1745;LacI:+0.1707;1.B.14:+0.1522;null:+0.0766
167,1,alpha-glucan,fructan,0.4743421052631563,PfkB,PfkB;LacI,PfkB;LacI,PfkB:+0.4743;LacI:+0.1878
173,1,alpha-glucan,alpha-glucan,0.6990291262135921,GH13,GH13;Pyr;redox,GH13;Pyr;redox,GH13:+0.3551;Pyr:+0.0538;redox:+0.0377
177,1,alpha-mannan,alpha-mannan,0.925506879988384,GH125,GH125;GntR;GH84,GH125;GntR;GH84;GH38;GH1,GH125:+0.3251;GntR:+0.2695;GH84:+0.2587;GH38:+0.2554;GH1:+0.2477
180,1,alpha-mannan,alpha-mannan,0.9959919839679359,GH76,GH76;GH125;GH92,GH76;GH125;GH92;GT32;GH130,GH76:+0.2161;GH125:+0.2146;GH92:+0.1908;GT32:+0.1699;GH130:+0.1315
185,1,alpha-mannan,alpha-mannan,1.0,GH99,GH99;GH92;null,GH99;GH92;null;1.B.14,GH99:+0.4694;GH92:+0.2614;null:+0.1710;1.B.14:+0.1642
186,1,alpha-mannan,alpha-mannan,0.5305555555555556,GH92,GH92;null;1.B.14,GH92;null;1.B.14,GH92:+0.4969;null:+0.2228;1.B.14:+0.1807
193,1,alpha-mannan,alpha-mannan,0.9164926931106471,LacI,LacI;GH125;GH92,LacI;GH125;GH92;GH2;8.A.46,LacI:+0.2853;GH125:+0.2844;GH92:+0.1948;GH2:+0.1459;8.A.46:+0.1410
199,1,arabinogalactan,arabinogalactan,1.0,CBM67,CBM67;GH143;GH78,CBM67;GH143;GH78;GH142;PL1,CBM67:+0.2862;GH143:+0.2573;GH78:+0.2469;GH142:+0.2438;PL1:+0.2142
201,1,arabinogalactan,arabinogalactan,0.6050228310502281,9.B.28,9.B.28;2.A.3;GH43,9.B.28;2.A.3;GH43,9.B.28:+0.3242;2.A.3:+0.2318;GH43:+0.0388
207,1,arabinogalactan,pectin,0.171990171990172,GH146,GH146;1.B.14;GH43,GH146;1.B.14;GH43,GH146:+0.0717;1.B.14:+0.0387;GH43:+0.0363
211,1,arabinogalactan,arabinogalactan,0.5154639175257733,1.B.14,1.B.14;GH43;GH16,1.B.14;GH43;GH16;HTH;AraC,1.B.14:+0.2341;GH43:+0.1713;GH16:+0.1705;HTH:+0.1461;AraC:+0.1273
212,1,arabinogalactan,arabinogalactan,1.0,GH35,GH35;AraC;1.A.30,GH35;AraC;1.A.30;null;HTH,GH35:+0.3817;AraC:+0.3159;1.A.30:+0.3087;null:+0.3064;HTH:+0.2794
223,1,arabinogalactan,arabinogalactan,1.0,GH154,GH154;GH105;GH43,GH154;GH105;GH43;1.B.14;PL42,GH154:+0.3110;GH105:+0.3091;GH43:+0.2577;1.B.14:+0.1982;PL42:+0.1694
231,1,arabinogalactan,arabinogalactan,0.9879275653923542,GH35,GH35;AraC;HTH,GH35;AraC;HTH;null;1.A.30,GH35:+0.3179;AraC:+0.2887;HTH:+0.2525;null:+0.2504;1.A.30:+0.2318
237,1,beta-glucan,beta-glucan,0.9533073929961089,GH5,GH5;GH31;GH3,GH5;GH31;GH3;1.B.14;GH2,GH5:+0.2750;GH31:+0.2637;GH3:+0.2189;1.B.14:+0.1493;GH2:+0.1339
241,1,beta-glucan,beta-glucan,0.9153846153846154,GH5,GH5;GH31;GH3,GH5;GH31;GH3;1.B.14;AraC,GH5:+0.3003;GH31:+0.2480;GH3:+0.1906;1.B.14:+0.1472;AraC:+0.1259
259,1,beta-glucan,xylan,0.3469117218413477,GH30,GH30;GH62;GH95,GH30;GH62;GH95;GH59;CBM32,GH30:+0.1302;GH62:+0.0991;GH95:+0.0887;GH59:+0.0806;CBM32:+0.0758
261,1,beta-glucan,beta-glucan,1.0,GH1,GH1;4.A.1,GH1;4.A.1,GH1:+0.8359;4.A.1:+0.3680
268,1,beta-glucan,beta-glucan,1.0,GH16,GH16;GH3;8.A.46,GH16;GH3;8.A.46;1.B.14;null,GH16:+0.6745;GH3:+0.6408;8.A.46:+0.3678;1.B.14:+0.1968;null:+0.0664
274,1,beta-glucan,beta-mannan,0.12170558664709652,GH30,GH30,GH30,GH30:+0.1119
276,1,beta-glucan,beta-glucan,0.9581673306772908,GH31,GH31;GH26;GH5,GH31;GH26;GH5;1.B.14;null,GH31:+0.3320;GH26:+0.2343;GH5:+0.1710;1.B.14:+0.1245;null:+0.1016
277,1,beta-glucan,xylan,0.19269969596462136,GH31,GH31;1.B.14;GH95,GH31;1.B.14;GH95,GH31:+0.1534;1.B.14:+0.0502;GH95:+0.0428
281,1,beta-glucan,beta-glucan,0.9757085020242915,GH5,GH5;1.B.14;HTH,GH5;1.B.14;HTH;GH36;AraC,GH5:+0.5865;1.B.14:+0.2834;HTH:+0.2396;GH36:+0.2011;AraC:+0.1809
282,1,beta-glucan,beta-glucan,1.0,GH3,GH3;GerE;GH158,GH3;GerE;GH158;1.B.14;Y,GH3:+0.2524;GerE:+0.1682;GH158:+0.1336;1.B.14:+0.0925;Y:+0.0496
295,1,beta-glucan,beta-glucan,1.0,GH30,GH30;GH3;HTH,GH30;GH3;HTH;1.B.14;null,GH30:+0.5625;GH3:+0.3620;HTH:+0.2866;1.B.14:+0.2347;null:+0.0700
296,1,beta-glucan,beta-glucan,1.0,GH30,GH30;GH3;HTH,GH30;GH3;HTH;1.B.14;null,GH30:+0.3945;GH3:+0.2864;HTH:+0.2586;1.B.14:+0.1855;null:+0.0478
302,1,beta-glucan,beta-glucan,0.42243436754176605,GH5,GH5;GH26,GH5;GH26,GH5:+0.1839;GH26:+0.0756
303,1,beta-glucan,beta-glucan,0.9388646288209607,GH8,GH8;GT2;4.D.3,GH8;GT2;4.D.3,GH8:+0.1135;GT2:+0.0794;4.D.3:+0.0672
306,1,beta-glucan,beta-glucan,0.8421070392117163,GH9,GH9;CBM3,GH9;CBM3,GH9:+0.2986;CBM3:+0.0836
310,1,beta-glucan,beta-glucan,1.0,GH8,GH8;1.B.55;4.D.3,GH8;1.B.55;4.D.3,GH8:+0.1067;1.B.55:+0.0611;4.D.3:+0.0536
317,1,beta-glucan,beta-glucan,0.9408033826638478,GH3,GH3;GH16;8.A.46,GH3;GH16;8.A.46;1.B.14;null,GH3:+0.4837;GH16:+0.4257;8.A.46:+0.2776;1.B.14:+0.1534;null:+0.0313
319,1,beta-glucan,beta-glucan,1.0,GH3,GH3;GH16;8.A.46,GH3;GH16;8.A.46;1.B.14;null,GH3:+0.4207;GH16:+0.3925;8.A.46:+0.3058;1.B.14:+0.1674;null:+0.0368
320,1,beta-glucan,beta-glucan,0.4860557768924303,GH5,GH5;GH36;1.B.14,GH5;GH36;1.B.14;HTH;AraC,GH5:+0.2270;GH36:+0.1213;1.B.14:+0.0872;HTH:+0.0747;AraC:+0.0596
328,1,beta-glucan,beta-glucan,0.7241410722988699,GH30,GH30;GH3;1.B.14,GH30;GH3;1.B.14;null,GH30:+0.4278;GH3:+0.2278;1.B.14:+0.1280;null:+0.1268
331,1,beta-glucan,beta-glucan,1.0,GH73,GH73;9.B.154;null,GH73;9.B.154;null;Peptidase;M23,GH73:+0.1866;9.B.154:+0.1858;null:+0.0467;Peptidase:+0.0197;M23:+0.0040
340,1,beta-glucan,beta-glucan,0.9326769098608251,GH3,GH3;GH16;1.B.14,GH3;GH16;1.B.14;GH17;GH149,GH3:+0.3132;GH16:+0.1958;1.B.14:+0.1128;GH17:+0.0162;GH149:+0.0123
346,1,beta-glucan,beta-glucan,0.9900949881124901,GH3,GH3;GH5;GH31,GH3;GH5;GH31;AraC;1.B.14,GH3:+0.1608;GH5:+0.1522;GH31:+0.1391;AraC:+0.1183;1.B.14:+0.0925
347,1,beta-glucan,beta-glucan,1.0,GH5,GH5;1.B.14;GH36,GH5;1.B.14;GH36;HTH;AraC,GH5:+0.4307;1.B.14:+0.2615;GH36:+0.2254;HTH:+0.2184;AraC:+0.1644
356,1,beta-glucan,beta-glucan,1.0,CBM57,CBM57;null;1.B.14,CBM57;null;1.B.14;GH2;PL38,CBM57:+0.2279;null:+0.2222;1.B.14:+0.1934;GH2:+0.1930;PL38:+0.0894
358,1,beta-mannan,beta-mannan,0.5009771986970719,LacI,LacI;2.A.2;GH2,LacI;2.A.2;GH2,LacI:+0.5010;2.A.2:+0.1863;GH2:+0.1759
363,1,beta-mannan,beta-mannan,0.9985513440728034,2.A.1,2.A.1;AraC;HTH,2.A.1;AraC;HTH;C;GH29,2.A.1:+0.1655;AraC:+0.1412;HTH:+0.1369;C:+0.1350;GH29:+0.1330
364,1,beta-mannan,beta-mannan,0.9985513440728034,2.A.1,2.A.1;AraC;HTH,2.A.1;AraC;HTH;C;GH29,2.A.1:+0.1655;AraC:+0.1412;HTH:+0.1369;C:+0.1350;GH29:+0.1330
366,1,beta-mannan,galactan,0.045006301895635537,CBM61,CBM61;GH42;GH53,CBM61;GH42;GH53,CBM61:+0.0450;GH42:+0.0303;GH53:+0.0129
367,1,beta-mannan,beta-mannan,0.9249411338525628,LacI,LacI;GH2;9.B.36,LacI;GH2;9.B.36;bac;3.A.3,LacI:+0.3270;GH2:+0.2795;9.B.36:+0.2258;bac:+0.2086;3.A.3:+0.2031
376,1,beta-mannan,beta-mannan,1.0,LacI,LacI;GH130;SBP,LacI;GH130;SBP;bac;3.A.1,LacI:+0.2832;GH130:+0.2615;SBP:+0.1654;bac:+0.1619;3.A.1:+0.1166
391,1,beta-mannan,beta-glucan,0.12502691704277283,GH3,GH3,GH3,GH3:+0.1018
397,1,beta-mannan,beta-mannan,1.0,GH42,GH42;3.A.1,GH42;3.A.1,GH42:+0.8222;3.A.1:+0.2785
405,1,beta-mannan,beta-mannan,0.9602385685884691,GH26,GH26;GH130;AraC,GH26;GH130;AraC;2.A.2;CE7,GH26:+0.1974;GH130:+0.1862;AraC:+0.0670;2.A.2:+0.0528;CE7:+0.0527
