idx,fold,true,pred,prob_true,top1,top3,top5,top5_with_delta
684,0,host glycan,host glycan,1.0,GH33,GH33;CBM93;GH20,GH33;CBM93;GH20;CE20;CBM,GH33:+0.1182;CBM93:+0.1072;GH20:+0.0963;CE20:+0.0876;CBM:+0.0560
685,0,host glycan,host glycan,1.0,GH33,GH33;GH20;CBM93,GH33;GH20;CBM93;CE20;CE,GH33:+0.1220;GH20:+0.1030;CBM93:+0.0994;CE20:+0.0879;CE:+0.0739
686,0,host glycan,host glycan,0.9783037475345168,GH33,GH33;CBM93;GH20,GH33;CBM93;GH20;CE20;CE,GH33:+0.1345;CBM93:+0.1125;GH20:+0.1055;CE20:+0.0810;CE:+0.0493
691,0,host glycan,host glycan,1.0,GH20,GH20;N;TetR,GH20;N;TetR;GH,GH20:+0.4048;N:+0.1793;TetR:+0.1758;GH:+0.0631
693,0,host glycan,host glycan,1.0,CBM32,CBM32;GH29;null,CBM32;GH29;null;CBM;GH,CBM32:+0.2789;GH29:+0.1083;null:+0.0918;CBM:+0.0799;GH:+0.0080
698,0,host glycan,host glycan,0.932716366133675,CBM32,CBM32;GH29;null,CBM32;GH29;null;CBM,CBM32:+0.0831;GH29:+0.0628;null:+0.0326;CBM:+0.0227
709,0,host glycan,host glycan,0.7352941176470588,19,19;GH35;GH43,19;GH35;GH43;9;CBM91,19:+0.1538;GH35:+0.1265;GH43:+0.1030;9:+0.0796;CBM91:+0.0701
712,0,host glycan,host glycan,1.0,HTH,HTH;10;GH97,HTH;10;GH97;AraC;GH29,HTH:+0.2020;10:+0.1990;GH97:+0.1930;AraC:+0.1900;GH29:+0.1775
716,0,host glycan,host glycan,1.0,FecR,FecR;GH89;GerE,FecR;GH89;GerE;1.B.14;GH,FecR:+0.3254;GH89:+0.2302;GerE:+0.2165;1.B.14:+0.1084;GH:+0.0530
719,0,host glycan,host glycan,1.0,GH18,GH18;8.A.46;FecR,GH18;8.A.46;FecR;null;GH,GH18:+0.3381;8.A.46:+0.2685;FecR:+0.1471;null:+0.1172;GH:+0.1162
720,0,host glycan,host glycan,0.9980475089993847,GH20,GH20;GH38;GH92,GH20;GH38;GH92;GH125;GH,GH20:+0.2891;GH38:+0.2119;GH92:+0.1701;GH125:+0.1587;GH:+0.1380
725,0,host glycan,host glycan,1.0,CBM32,CBM32;GH92;CBM,CBM32;GH92;CBM;GH;1.B.14,CBM32:+0.2302;GH92:+0.1866;CBM:+0.1413;GH:+0.0573;1.B.14:+0.0544
728,0,host glycan,host glycan,1.0,CBM32,CBM32;GH92;CBM,CBM32;GH92;CBM;null;GH,CBM32:+0.2772;GH92:+0.1972;CBM:+0.1355;null:+0.0902;GH:+0.0837
731,0,host glycan,host glycan,0.9688715953307393,CE9,CE9;CE,CE9;CE,CE9:+0.5560;CE:+0.1378
733,0,host glycan,host glycan,1.0,CE9,CE9;CE;null,CE9;CE;null;GntR,CE9:+0.5684;CE:+0.1658;null:+0.0199;GntR:+0.0081
741,0,host glycan,host glycan,0.7213930348258707,GH112,GH112;GH136;3.A.1,GH112;GH136;3.A.1;AraC;HTH,GH112:+0.2224;GH136:+0.1203;3.A.1:+0.1163;AraC:+0.0637;HTH:+0.0476
758,0,host glycan,host glycan,1.0,CE9,CE9;CE,CE9;CE,CE9:+0.4976;CE:+0.1989
760,0,host glycan,galactan,0.23480429758739835,8.A.46,8.A.46;null;GH,8.A.46;null;GH,8.A.46:+0.0994;null:+0.0641;GH:+0.0105
770,0,host glycan,host glycan,1.0,CBM32,CBM32;CBM;null,CBM32;CBM;null;1.B.14,CBM32:+0.5897;CBM:+0.1892;null:+0.1171;1.B.14:+0.0694
771,0,host glycan,host glycan,1.0,CBM32,CBM32;CBM;null,CBM32;CBM;null;1.B.14,CBM32:+0.4304;CBM:+0.1554;null:+0.0975;1.B.14:+0.0616
773,0,host glycan,host glycan,0.8626692456479691,GH33,GH33;CBM93;3,GH33;CBM93;3;GH20;MarR,GH33:+0.1280;CBM93:+0.0946;3:+0.0394;GH20:+0.0335;MarR:+0.0300
780,0,host glycan,host glycan,1.0,4.A.3,4.A.3;GH1;null,4.A.3;GH1;null;GH,4.A.3:+0.5346;GH1:+0.4286;null:+0.4186;GH:+0.0373
794,0,host glycan,host glycan,1.0,4.A.6,4.A.6;DeoR;CBM,4.A.6;DeoR;CBM;GH95;HTH,4.A.6:+0.1755;DeoR:+0.1644;CBM:+0.0951;GH95:+0.0923;HTH:+0.0782
797,0,host glycan,host glycan,0.8480238440260247,CBM91,CBM91;AraC;GH29,CBM91;AraC;GH29;HTH;GH97,CBM91:+0.2122;AraC:+0.1716;GH29:+0.1677;HTH:+0.1563;GH97:+0.1458
804,0,host glycan,host glycan,1.0,GH163,GH163;8.A.46;GH92,GH163;8.A.46;GH92;GH130;1.B.14,GH163:+0.1799;8.A.46:+0.1306;GH92:+0.1182;GH130:+0.1107;1.B.14:+0.0813
816,0,host glycan,host glycan,1.0,GH88,GH88;4.A.6;PL12,GH88;4.A.6;PL12;GH;1,GH88:+0.2224;4.A.6:+0.1588;PL12:+0.1062;GH:+0.0649;1:+0.0508
818,0,host glycan,host glycan,0.8050847457627118,GH3,GH3;CE8;CE,GH3;CE8;CE;2;AraC,GH3:+0.2573;CE8:+0.1974;CE:+0.1897;2:+0.1823;AraC:+0.1796
825,0,host glycan,host glycan,0.9940119760479041,1.B.14,1.B.14;null;PL,1.B.14;null;PL;8.A.46;HTH,1.B.14:+0.0703;null:+0.0627;PL:+0.0578;8.A.46:+0.0520;HTH:+0.0488
847,0,pectin,pectin,0.5999999999999999,GH28,GH28;GH140;18,GH28;GH140;18;PL1;GH,GH28:+0.0519;GH140:+0.0518;18:+0.0348;PL1:+0.0343;GH:+0.0290
848,0,pectin,host glycan,0.3446844197804088,CE,CE;CE10,CE;CE10,CE:+0.1217;CE10:+0.0247
851,0,pectin,pectin,0.9249999999999999,GH28,GH28;GH105;CE12,GH28;GH105;CE12;PL10;CE,GH28:+0.1098;GH105:+0.0848;CE12:+0.0761;PL10:+0.0717;CE:+0.0698
852,0,pectin,pectin,0.8144329896907216,GH105,GH105;GH28;PL,GH105;GH28;PL;PL11;CE20,GH105:+0.0941;GH28:+0.0655;PL:+0.0590;PL11:+0.0267;CE20:+0.0234
855,0,pectin,pectin,0.8786008230452675,GH105,GH105;CE12;CE,GH105;CE12;CE;CE8;AAA,GH105:+0.1371;CE12:+0.1114;CE:+0.0728;CE8:+0.0420;AAA:+0.0405
856,0,pectin,pectin,0.9821073558648111,GH105,GH105;CE;CE12,GH105;CE;CE12;PL;PL1,GH105:+0.1467;CE:+0.1136;CE12:+0.1074;PL:+0.0661;PL1:+0.0602
864,0,pectin,pectin,0.9980980343048154,10,10;GH133;GH,10;GH133;GH;GH147;GH53,10:+0.3194;GH133:+0.2894;GH:+0.2472;GH147:+0.2424;GH53:+0.2355
874,0,pectin,pectin,0.6233333333333334,GH28,GH28;CE;CE12,GH28;CE;CE12;1.B.14;GH106,GH28:+0.1056;CE:+0.0726;CE12:+0.0725;1.B.14:+0.0283;GH106:+0.0247
878,0,pectin,pectin,0.4015571654117767,GH3,GH3;1.B.14,GH3;1.B.14,GH3:+0.2736;1.B.14:+0.1626
883,0,pectin,pectin,0.6004184100418409,NUDIX,NUDIX;2.A.21;GH146,NUDIX;2.A.21;GH146;1.B.14;null,NUDIX:+0.1521;2.A.21:+0.1402;GH146:+0.1390;1.B.14:+0.0983;null:+0.0212
886,0,pectin,galactan,0.12353350308454615,GH147,GH147;GH53;1.B.14,GH147;GH53;1.B.14,GH147:+0.0201;GH53:+0.0162;1.B.14:+0.0024
892,0,pectin,pectin,0.9959919839679359,GH105,GH105;PL;CE,GH105;PL;CE;CE12;GH28,GH105:+0.1466;PL:+0.0862;CE:+0.0798;CE12:+0.0721;GH28:+0.0690
895,0,pectin,pectin,0.9441233140655105,GH33,GH33;18;GH140,GH33;18;GH140;GH105;GH,GH33:+0.1309;18:+0.1105;GH140:+0.0780;GH105:+0.0766;GH:+0.0657
907,0,pectin,pectin,0.8284132841328413,GH28,GH28;2.A.66;1.B.14,GH28;2.A.66;1.B.14;null;GH,GH28:+0.3437;2.A.66:+0.1795;1.B.14:+0.1024;null:+0.0630;GH:+0.0339
908,0,pectin,pectin,1.0,PL1,PL1;1.B.14;PL,PL1;1.B.14;PL;GH36;null,PL1:+0.3758;1.B.14:+0.2945;PL:+0.2395;GH36:+0.1654;null:+0.1210
918,0,pectin,pectin,0.3896907216494845,GH28,GH28;GH105;PfkB,GH28;GH105;PfkB;TrmB;null,GH28:+0.1933;GH105:+0.0481;PfkB:+0.0176;TrmB:+0.0075;null:+0.0051
925,0,pectin,pectin,1.0,PL1,PL1;PL;2,PL1;PL;2;1.B.14;null,PL1:+0.2742;PL:+0.1652;2:+0.1535;1.B.14:+0.1396;null:+0.0521
927,0,pectin,pectin,0.8123711340206186,GH105,GH105;GH28;PL,GH105;GH28;PL;CE20;PL11,GH105:+0.0936;GH28:+0.0640;PL:+0.0604;CE20:+0.0254;PL11:+0.0242
928,0,pectin,pectin,1.0,PL,PL;PL1;2,PL;PL1;2;5;TrmB,PL:+0.1732;PL1:+0.1691;2:+0.1609;5:+0.1154;TrmB:+0.0790
930,0,pectin,pectin,1.0,GH105,GH105;PL;AraC,GH105;PL;AraC;PL11;HTH,GH105:+0.1685;PL:+0.1385;AraC:+0.1379;PL11:+0.1354;HTH:+0.1308
934,0,xylan,xylan,1.0,GH10,GH10;GH;GH67,GH10;GH;GH67;2.A.2;GH43,GH10:+0.1288;GH:+0.0987;GH67:+0.0823;2.A.2:+0.0796;GH43:+0.0693
943,0,xylan,arabinogalactan,0.027360034566730033,GH51,GH51;3.A.1;GH,GH51;3.A.1;GH;HTH,GH51:+0.0086;3.A.1:+0.0022;GH:+0.0010;HTH:+0.0000
957,0,xylan,xylan,0.8926553672316383,GH97,GH97;12;GH67,GH97;12;GH67;10;GH10,GH97:+0.0566;12:+0.0560;GH67:+0.0560;10:+0.0505;GH10:+0.0471
961,0,xylan,xylan,0.9604629756471541,GH128,GH128;GH51;1.B.14,GH128;GH51;1.B.14;19;GH,GH128:+0.2847;GH51:+0.1745;1.B.14:+0.1652;19:+0.1511;GH:+0.1437
964,0,xylan,xylan,0.9131274131274131,GH97,GH97;3;GH13,GH97;3;GH13;GH3;HTH,GH97:+0.1962;3:+0.1138;GH13:+0.1138;GH3:+0.1120;HTH:+0.1113
966,0,xylan,xylan,0.9984683689098276,GH20,GH20;8.A.46;1.B.14,GH20;8.A.46;1.B.14;CBM32;GH,GH20:+0.4154;8.A.46:+0.3978;1.B.14:+0.2417;CBM32:+0.1574;GH:+0.1042
970,0,xylan,chitin,0.010147658280070443,LacI,LacI;GH3,LacI;GH3,LacI:+0.0101;GH3:+0.0078
979,0,xylan,xylan,1.0,2.A.2,2.A.2;11;GH43,2.A.2;11;GH43;CBM91;CBM,2.A.2:+0.3226;11:+0.3124;GH43:+0.1980;CBM91:+0.1918;CBM:+0.0830
981,0,xylan,xylan,0.865234375,GH97,GH97;12;10,GH97;12;10;CE;8,GH97:+0.1051;12:+0.0933;10:+0.0780;CE:+0.0693;8:+0.0660
984,0,xylan,xylan,1.0,8,8;GH30;GH43,8;GH30;GH43;CBM6;16,8:+0.2741;GH30:+0.2523;GH43:+0.1971;CBM6:+0.1606;16:+0.1603
993,0,xylan,xylan,1.0,7,7;17;GH43,7;17;GH43;CE;CE1,7:+0.1557;17:+0.1440;GH43:+0.1072;CE:+0.0809;CE1:+0.0591
995,0,xylan,xylan,1.0,7,7;17;GH43,7;17;GH43;CE;GH,7:+0.1938;17:+0.1696;GH43:+0.1492;CE:+0.0927;GH:+0.0810
1000,0,xylan,xylan,0.8102189781021897,GH10,GH10;GH67;1.B.14,GH10;GH67;1.B.14;2.A.2;CE,GH10:+0.1014;GH67:+0.0557;1.B.14:+0.0436;2.A.2:+0.0393;CE:+0.0315
1012,0,xylan,xylan,1.0,LacI,LacI;11;CE20,LacI;11;CE20;10;CBM91,LacI:+0.1297;11:+0.1240;CE20:+0.1176;10:+0.1116;CBM91:+0.1092
1016,0,xylan,xylan,0.9737903225806451,LacI,LacI;11;CE20,LacI;11;CE20;CBM91;10,LacI:+0.1180;11:+0.1169;CE20:+0.1130;CBM91:+0.1099;10:+0.1006
1018,0,xylan,xylan,0.9737903225806451,LacI,LacI;11;CE20,LacI;11;CE20;CBM91;10,LacI:+0.1180;11:+0.1169;CE20:+0.1130;CBM91:+0.1099;10:+0.1006
1020,0,xylan,xylan,0.8778625954198473,GH10,GH10;GH67;2.A.2,GH10;GH67;2.A.2;GH43;1,GH10:+0.1801;GH67:+0.0994;2.A.2:+0.0667;GH43:+0.0400;1:+0.0327
1024,0,xylan,arabinogalactan,0.15514018691588785,GH43,GH43;26;1,GH43;26;1;null,GH43:+0.0907;26:+0.0160;1:+0.0112;null:+0.0041
1025,0,xylan,xylan,0.4702085792994884,GH43,GH43;11;12,GH43;11;12;GH,GH43:+0.1481;11:+0.1431;12:+0.0770;GH:+0.0148
6,1,alginate,alginate,1.0,PL,PL;PL6;GntR,PL;PL6;GntR;PfkB;1,PL:+0.1874;PL6:+0.1244;GntR:+0.1031;PfkB:+0.1020;1:+0.0907
7,1,alginate,alginate,0.6389728096676737,PL5,PL5;1;binding,PL5;1;binding;PL;1.B.13,PL5:+0.1078;1:+0.0872;binding:+0.0629;PL:+0.0466;1.B.13:+0.0352
15,1,alginate,alginate,1.0,PL17,PL17;PL;PL6,PL17;PL;PL6;2.A.1;binding,PL17:+0.1082;PL:+0.0842;PL6:+0.0736;2.A.1:+0.0602;binding:+0.0493
16,1,alginate,alginate,0.6146494671901289,PL,PL;PL15;1,PL;PL15;1;null;GntR,PL:+0.1601;PL15:+0.1424;1:+0.1127;null:+0.0315;GntR:+0.0057
18,1,alginate,alginate,0.6389728096676737,PL5,PL5;1;binding,PL5;1;binding;PL;1.B.13,PL5:+0.1078;1:+0.0872;binding:+0.0629;PL:+0.0466;1.B.13:+0.0352
20,1,alginate,alginate,0.9740518962075848,PL,PL;GntR;PL7,PL;GntR;PL7;1.B.14;null,PL:+0.2979;GntR:+0.2350;PL7:+0.2303;1.B.14:+0.1038;null:+0.1001
28,1,alginate,alginate,1.0,PL17,PL17;PL;2.A.1,PL17;PL;2.A.1;GntR;2,PL17:+0.1598;PL:+0.1167;2.A.1:+0.0628;GntR:+0.0607;2:+0.0541
38,1,alginate,alginate,1.0,PL17,PL17;PL;PL6,PL17;PL;PL6;1;2,PL17:+0.1766;PL:+0.1280;PL6:+0.1072;1:+0.0710;2:+0.0227
40,1,alginate,alginate,0.9920159680638723,PL17,PL17;PL;PL6,PL17;PL;PL6;1;2,PL17:+0.1684;PL:+0.1229;PL6:+0.1034;1:+0.0704;2:+0.0227
45,1,alginate,alginate,0.962,PL17,PL17;PL6;PL,PL17;PL6;PL;1;2,PL17:+0.1523;PL6:+0.1309;PL:+0.1241;1:+0.0662;2:+0.0111
53,1,alpha-glucan,alpha-glucan,1.0,GH97,GH97;GH13;GH,GH97;GH13;GH;1.B.14;2,GH97:+0.2720;GH13:+0.2131;GH:+0.0846;1.B.14:+0.0825;2:+0.0254
59,1,alpha-glucan,alpha-glucan,0.9964061661096143,LacI,LacI;GH13;redox,LacI;GH13;redox;Pyr;2.A.21,LacI:+0.1721;GH13:+0.1677;redox:+0.1125;Pyr:+0.0987;2.A.21:+0.0966
63,1,alpha-glucan,alpha-glucan,0.6642468239564427,20,20;CBM34;GH13,20;CBM34;GH13;3.A.1;8.A.9,20:+0.0875;CBM34:+0.0825;GH13:+0.0798;3.A.1:+0.0588;8.A.9:+0.0185
72,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;GT;GT35,GH13;GT;GT35;GT5;CBM48,GH13:+0.1395;GT:+0.1345;GT35:+0.1298;GT5:+0.0734;CBM48:+0.0445
77,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;LacI;10,GH13;LacI;10;8.A.46;1.B.14,GH13:+0.2927;LacI:+0.2838;10:+0.2134;8.A.46:+0.0898;1.B.14:+0.0785
78,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;LacI;10,GH13;LacI;10;8.A.46;1.B.14,GH13:+0.2927;LacI:+0.2838;10:+0.2134;8.A.46:+0.0898;1.B.14:+0.0785
79,1,alpha-glucan,alpha-glucan,0.9489194499017681,GH97,GH97;GH13;1.B.14,GH97;GH13;1.B.14;8.A.46;GH,GH97:+0.2346;GH13:+0.1391;1.B.14:+0.0707;8.A.46:+0.0640;GH:+0.0596
88,1,alpha-glucan,alpha-glucan,0.9301397205588823,LacI,LacI;GH13;3.A.1,LacI;GH13;3.A.1;GH77;30,LacI:+0.2900;GH13:+0.0575;3.A.1:+0.0512;GH77:+0.0501;30:+0.0368
89,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;CBM34;20,GH13;CBM34;20;3.A.1;CBM,GH13:+0.2548;CBM34:+0.1139;20:+0.1081;3.A.1:+0.0837;CBM:+0.0539
94,1,alpha-glucan,alpha-glucan,0.94,LacI,LacI;GH77;GH13,LacI;GH77;GH13;9.B.28;3.A.1,LacI:+0.1777;GH77:+0.0955;GH13:+0.0601;9.B.28:+0.0548;3.A.1:+0.0449
104,1,alpha-glucan,alpha-glucan,1.0,GH32,GH32;GH,GH32;GH,GH32:+0.2361;GH:+0.0738
107,1,alpha-glucan,host glycan,0.23563054046325418,GH32,GH32;bac;SBP,GH32;bac;SBP;1;3.A.1,GH32:+0.1460;bac:+0.0827;SBP:+0.0616;1:+0.0356;3.A.1:+0.0275
108,1,alpha-glucan,alpha-glucan,0.7260031678986272,GH32,GH32;SBP;bac,GH32;SBP;bac;1;3.A.1,GH32:+0.3655;SBP:+0.2090;bac:+0.1792;1:+0.1601;3.A.1:+0.0843
111,1,alpha-glucan,alpha-glucan,0.6074950690335306,4.A.1,4.A.1;GH4;GH,4.A.1;GH4;GH,4.A.1:+0.3794;GH4:+0.1134;GH:+0.0355
122,1,alpha-glucan,alpha-glucan,0.871065919963812,GH97,GH97;GH66;GH,GH97;GH66;GH;GH31;1.B.14,GH97:+0.1402;GH66:+0.0941;GH:+0.0725;GH31:+0.0307;1.B.14:+0.0052
124,1,alpha-glucan,alpha-glucan,0.5738939499868414,GntR,GntR;GH4;GH,GntR;GH4;GH,GntR:+0.3458;GH4:+0.3106;GH:+0.0559
125,1,alpha-glucan,alpha-glucan,0.9939759036144579,LacI,LacI;GH77;GT35,LacI;GH77;GT35;GT;GH,LacI:+0.3096;GH77:+0.2580;GT35:+0.1971;GT:+0.1696;GH:+0.0384
132,1,alpha-glucan,alpha-glucan,0.8290079714284243,GH13,GH13;GT5;CBM48,GH13;GT5;CBM48;GT;GH,GH13:+0.2487;GT5:+0.0881;CBM48:+0.0697;GT:+0.0583;GH:+0.0288
137,1,alpha-glucan,fructan,0.35045210268311505,LacI,LacI;GH,LacI;GH,LacI:+0.0332;GH:+0.0232
141,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;18;GH,GH13;18;GH;2.A.1,GH13:+0.1329;18:+0.0683;GH:+0.0509;2.A.1:+0.0236
154,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;3.A.1;CBM34,GH13;3.A.1;CBM34;20;GH65,GH13:+0.1618;3.A.1:+0.1122;CBM34:+0.1113;20:+0.0975;GH65:+0.0859
155,1,alpha-glucan,fructan,0.31046755625630384,GH32,GH32;GH,GH32;GH,GH32:+0.2818;GH:+0.0266
158,1,alpha-glucan,fructan,0.31046755625630384,GH32,GH32;GH,GH32;GH,GH32:+0.2818;GH:+0.0266
159,1,alpha-glucan,alpha-glucan,1.0,GH13,GH13;GT35;GT,GH13;GT35;GT;GT5;CBM48,GH13:+0.1087;GT35:+0.0668;GT:+0.0659;GT5:+0.0429;CBM48:+0.0298
161,1,alpha-glucan,alpha-glucan,0.9939024390243902,GH13,GH13;GT;GT35,GH13;GT;GT35;GT5;CBM48,GH13:+0.1147;GT:+0.0827;GT35:+0.0818;GT5:+0.0592;CBM48:+0.0428
179,1,alpha-mannan,alpha-mannan,0.9879518072289156,GT,GT;GH125;GH92,GT;GH125;GH92;GH76;GH130,GT:+0.1666;GH125:+0.1622;GH92:+0.1568;GH76:+0.1135;GH130:+0.1122
180,1,alpha-mannan,alpha-mannan,0.9961141133113102,GT,GT;GH92;GH125,GT;GH92;GH125;GH130;GH,GT:+0.1982;GH92:+0.1661;GH125:+0.1657;GH130:+0.1407;GH:+0.1378
190,1,alpha-mannan,alpha-mannan,1.0,GH92,GH92;null;1.B.14,GH92;null;1.B.14;GH99;GH,GH92:+0.2551;null:+0.1998;1.B.14:+0.1822;GH99:+0.1077;GH:+0.0959
193,1,alpha-mannan,alpha-mannan,0.8166946740286017,LacI,LacI;GH125;GH92,LacI;GH125;GH92;8.A.46;GH,LacI:+0.2256;GH125:+0.1806;GH92:+0.1652;8.A.46:+0.1179;GH:+0.1117
197,1,alpha-mannan,alpha-mannan,0.6031496062992125,GH125,GH125;GH76;GH97,GH125;GH76;GH97;GH67;GH92,GH125:+0.1809;GH76:+0.1417;GH97:+0.1221;GH67:+0.1161;GH92:+0.0932
199,1,arabinogalactan,arabinogalactan,0.996467059235901,18,18;GH143;GH78,18;GH143;GH78;CBM67;GH142,18:+0.2635;GH143:+0.2200;GH78:+0.1897;CBM67:+0.1834;GH142:+0.1796
200,1,arabinogalactan,arabinogalactan,0.4003591093686316,22,22;9.B.28;2.A.3,22;9.B.28;2.A.3;GH43,22:+0.1250;9.B.28:+0.1070;2.A.3:+0.0604;GH43:+0.0340
202,1,arabinogalactan,arabinogalactan,0.4005610071560725,22,22;9.B.28;2.A.3,22;9.B.28;2.A.3;GH43;GH,22:+0.1238;9.B.28:+0.1057;2.A.3:+0.0588;GH43:+0.0360;GH:+0.0020
204,1,arabinogalactan,arabinogalactan,1.0,LacI,LacI;11;9.B.28,LacI;11;9.B.28;GH43;GH,LacI:+0.1645;11:+0.1326;9.B.28:+0.1280;GH43:+0.1137;GH:+0.1097
206,1,arabinogalactan,arabinogalactan,0.4990171436917666,24,24;AraC;HTH,24;AraC;HTH;GH43;1.B.14,24:+0.2461;AraC:+0.0649;HTH:+0.0594;GH43:+0.0445;1.B.14:+0.0359
222,1,arabinogalactan,galactan,0.004347826086956522,null,null;GH;1,null;GH;1,null:+0.0022;GH:+0.0022;1:+0.0001
228,1,arabinogalactan,arabinogalactan,1.0,GH51,GH51;3.A.1;null,GH51;3.A.1;null;1;GH,GH51:+0.5533;3.A.1:+0.3000;null:+0.1775;1:+0.0995;GH:+0.0833
234,1,beta-glucan,beta-glucan,0.4712739383846795,GH1,GH1;LacI;GH,GH1;LacI;GH,GH1:+0.4491;LacI:+0.1272;GH:+0.0167
235,1,beta-glucan,beta-glucan,0.4712739383846795,GH1,GH1;LacI;GH,GH1;LacI;GH,GH1:+0.4491;LacI:+0.1272;GH:+0.0167
236,1,beta-glucan,beta-glucan,0.8030634573304156,GH3,GH3;3;GH,GH3;3;GH;1.B.14;GH16,GH3:+0.2421;3:+0.1934;GH:+0.1172;1.B.14:+0.0605;GH16:+0.0495
240,1,beta-glucan,beta-glucan,0.6703590820612643,GH1,GH1;3;LacI,GH1;3;LacI;Peripla;BP,GH1:+0.3397;3:+0.1246;LacI:+0.1128;Peripla:+0.0432;BP:+0.0334
244,1,beta-glucan,beta-glucan,1.0,LacI,LacI;GH3;GH1,LacI;GH3;GH1;GH16;3,LacI:+0.1910;GH3:+0.1647;GH1:+0.1457;GH16:+0.1246;3:+0.1218
246,1,beta-glucan,beta-glucan,0.7857142857142856,GH3,GH3;GH30;1.B.14,GH3;GH30;1.B.14;GH16;GH,GH3:+0.1092;GH30:+0.0894;1.B.14:+0.0759;GH16:+0.0709;GH:+0.0691
247,1,beta-glucan,xylan,0.1741573033707865,GH16,GH16;GH3;GH,GH16;GH3;GH,GH16:+0.1149;GH3:+0.0448;GH:+0.0164
250,1,beta-glucan,beta-mannan,0.11720834390545817,GH1,GH1;HTH,GH1;HTH,GH1:+0.0202;HTH:+0.0002
256,1,beta-glucan,beta-glucan,1.0,GH3,GH3;GH;1.B.14,GH3;GH;1.B.14;GerE;GH158,GH3:+0.1318;GH:+0.0947;1.B.14:+0.0797;GerE:+0.0748;GH158:+0.0688
261,1,beta-glucan,beta-glucan,1.0,GH1,GH1;4.A.1;GH,GH1;4.A.1;GH,GH1:+0.7153;4.A.1:+0.5472;GH:+0.0809
277,1,beta-glucan,xylan,0.14828285124358317,GH31,GH31;1.B.14;GH,GH31;1.B.14;GH;GH95,GH31:+0.0976;1.B.14:+0.0413;GH:+0.0370;GH95:+0.0116
279,1,beta-glucan,xylan,0.07390300230946882,GH105,GH105;GH;1.B.14,GH105;GH;1.B.14;GH35,GH105:+0.0430;GH:+0.0100;1.B.14:+0.0043;GH35:+0.0003
284,1,beta-glucan,beta-glucan,0.9982667456504093,GH158,GH158;GerE;GH3,GH158;GerE;GH3;GH;1.B.14,GH158:+0.4049;GerE:+0.3715;GH3:+0.3141;GH:+0.2174;1.B.14:+0.1998
290,1,beta-glucan,beta-glucan,0.9692264930114358,GH3,GH3;GH16;1.B.14,GH3;GH16;1.B.14;GH;8.A.46,GH3:+0.3258;GH16:+0.2465;1.B.14:+0.2076;GH:+0.1697;8.A.46:+0.1614
304,1,beta-glucan,beta-mannan,0.1062808194392685,GH94,GH94;GH,GH94;GH,GH94:+0.0554;GH:+0.0096
307,1,beta-glucan,beta-glucan,0.6356107660455487,GH9,GH9;GH5;GH,GH9;GH5;GH;CBM3;CBM,GH9:+0.1909;GH5:+0.0709;GH:+0.0364;CBM3:+0.0348;CBM:+0.0096
313,1,beta-glucan,beta-glucan,1.0,3,3;GH3;GH30,3;GH3;GH30;1.B.14;GH,3:+0.2718;GH3:+0.1834;GH30:+0.1805;1.B.14:+0.1241;GH:+0.1050
314,1,beta-glucan,beta-glucan,1.0,3,3;GH30;GH3,3;GH30;GH3;1.B.14;GH,3:+0.2474;GH30:+0.1742;GH3:+0.1696;1.B.14:+0.1280;GH:+0.1069
316,1,beta-glucan,beta-glucan,1.0,GH3,GH3;1.B.14;GH,GH3;1.B.14;GH;GH157;HTH,GH3:+0.4406;1.B.14:+0.2753;GH:+0.2606;GH157:+0.2456;HTH:+0.2205
321,1,beta-glucan,beta-glucan,0.4712739383846795,GH1,GH1;LacI;GH,GH1;LacI;GH,GH1:+0.4491;LacI:+0.1272;GH:+0.0167
322,1,beta-glucan,beta-glucan,1.0,GH1,GH1;LacI;3.A.1,GH1;LacI;3.A.1;GH,GH1:+0.8582;LacI:+0.4939;3.A.1:+0.2840;GH:+0.0682
323,1,beta-glucan,beta-glucan,1.0,LacI,LacI;GH1;Glucokinase,LacI;GH1;Glucokinase;4.A.3;GH,LacI:+0.5789;GH1:+0.4005;Glucokinase:+0.3416;4.A.3:+0.1800;GH:+0.0524
331,1,beta-glucan,beta-glucan,1.0,9.B.154,9.B.154;GH73;null,9.B.154;GH73;null;GH;Peptidase,9.B.154:+0.2525;GH73:+0.2237;null:+0.0699;GH:+0.0463;Peptidase:+0.0100
348,1,beta-glucan,beta-glucan,0.9755600814663951,GH5,GH5;4;1.B.14,GH5;4;1.B.14;HTH;AraC,GH5:+0.3839;4:+0.2797;1.B.14:+0.1516;HTH:+0.1230;AraC:+0.1190
355,1,beta-glucan,beta-glucan,0.7596566523605149,GH9,GH9;3;GH31,GH9;3;GH31;null;GH,GH9:+0.1300;3:+0.1044;GH31:+0.0869;null:+0.0723;GH:+0.0638
364,1,beta-mannan,beta-mannan,1.0,C,C;HTH;2.A.1,C;HTH;2.A.1;GH29;AraC,C:+0.1376;HTH:+0.1299;2.A.1:+0.1280;GH29:+0.1239;AraC:+0.1120
