idx,fold,true,pred,prob_true_cal,prob_pred_cal,top1,top3,top5,top5_with_delta
574,0,galactan,galactan,0.9803454338945043,0.9803454338945043,42,42;1;TPR,42;1;TPR;GH5;null,42:+0.2924;1:+0.1273;TPR:+0.1062;GH5:+0.0523;null:+0.0089
577,0,galactan,galactan,0.831236536958364,0.831236536958364,GH129,GH129;GH127;HTH,GH129;GH127;HTH;null;AraC,GH129:+0.2619;GH127:+0.1585;HTH:+0.0959;null:+0.0442;AraC:+0.0426
578,0,galactan,galactan,0.6987404087494254,0.6987404087494254,GntR,GntR;null;GH16,GntR;null;GH16;2.A.1;HTH,GntR:+0.3056;null:+0.2277;GH16:+0.2101;2.A.1:+0.1493;HTH:+0.0792
588,0,galactan,galactan,0.8177884578627673,0.8177884578627673,null,null;SBP;GH42,null;SBP;GH42;bac;1,null:+0.7475;SBP:+0.1862;GH42:+0.1843;bac:+0.1764;1:+0.1606
592,0,host glycan,host glycan,0.5997230276344173,0.5997230276344173,GH20,GH20;0043143,GH20;0043143,GH20:+0.3313;0043143:-0.1479
601,0,host glycan,host glycan,0.9761275742052278,0.9761275742052278,GH20,GH20;HTH;GH33,GH20;HTH;GH33;GH29;AraC,GH20:+0.0169;HTH:+0.0110;GH33:+0.0108;GH29:+0.0096;AraC:+0.0091
607,0,host glycan,host glycan,0.9841650977370585,0.9841650977370585,GH18,GH18;8.A.46;1.B.14,GH18;8.A.46;1.B.14;null,GH18:+0.4083;8.A.46:+0.0761;1.B.14:+0.0327;null:+0.0105
612,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,DeoR,DeoR;GH31;PfkB,DeoR;GH31;PfkB;1.B.35.2.2;13,DeoR:+0.0538;GH31:+0.0395;PfkB:+0.0391;1.B.35.2.2:+0.0307;13:+0.0247
618,0,host glycan,host glycan,0.46585033903560136,0.46585033903560136,null,null;3.A.1.1.48;GH95,null;3.A.1.1.48;GH95,null:+0.1791;3.A.1.1.48:+0.0457;GH95:-0.0097
626,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CE9,CE9;SIS;GntR,CE9;SIS;GntR;4.A.6.1.18;GH35,CE9:+0.1949;SIS:+0.0426;GntR:+0.0390;4.A.6.1.18:+0.0172;GH35:+0.0011
633,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,GH2,GH2;GH20;1.C.39.4.5,GH2;GH20;1.C.39.4.5;2.A.115.1.2;1.B.14.6.1,GH2:+0.0267;GH20:+0.0153;1.C.39.4.5:+0.0138;2.A.115.1.2:+0.0104;1.B.14.6.1:+0.0050
635,0,host glycan,host glycan,0.8843063292085704,0.8843063292085704,CBM67,CBM67;2.A.4.7.2;GH78,CBM67;2.A.4.7.2;GH78;AraC;null,CBM67:+0.1353;2.A.4.7.2:+0.1028;GH78:+0.0991;AraC:+0.0975;null:+0.0800
636,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,GH97,GH97;CBM67;GH78,GH97;CBM67;GH78;AraC;HTH,GH97:+0.0714;CBM67:+0.0637;GH78:+0.0570;AraC:+0.0529;HTH:+0.0528
637,0,host glycan,host glycan,0.7533767008919695,0.7533767008919695,CBM67,CBM67;null;GH78,CBM67;null;GH78;AraC;2.A.4.7.9,CBM67:+0.1799;null:+0.1680;GH78:+0.1053;AraC:+0.0599;2.A.4.7.9:+0.0340
639,0,host glycan,host glycan,0.9987714490900441,0.9987714490900441,GH88,GH88;PL12;PfkB,GH88;PL12;PfkB;null;PL8,GH88:+0.0635;PL12:+0.0134;PfkB:+0.0114;null:+0.0039;PL8:+0.0036
654,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CBM93,CBM93;GH33;GH20,CBM93;GH33;GH20;CE20;GH2,CBM93:+0.0168;GH33:+0.0166;GH20:+0.0137;CE20:+0.0054;GH2:+0.0042
655,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CE9,CE9;MarR,CE9;MarR,CE9:+0.3638;MarR:+0.0022
661,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,GH18,GH18;8.A.46.2.2;FecR,GH18;8.A.46.2.2;FecR;1.B.14.6.13;null,GH18:+0.0152;8.A.46.2.2:+0.0060;FecR:+0.0051;1.B.14.6.13:+0.0028;null:+0.0021
668,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,8.A.46.2.2,8.A.46.2.2;GH18;FecR,8.A.46.2.2;GH18;FecR;1.B.14.6.13;null,8.A.46.2.2:+0.0498;GH18:+0.0476;FecR:+0.0123;1.B.14.6.13:+0.0080;null:+0.0038
669,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,8.A.46.2.2,8.A.46.2.2;GH18;FecR,8.A.46.2.2;GH18;FecR;1.B.14.6.13;null,8.A.46.2.2:+0.0489;GH18:+0.0457;FecR:+0.0117;1.B.14.6.13:+0.0040;null:+0.0038
671,0,host glycan,host glycan,0.8377729802796716,0.8377729802796716,CBM67,CBM67;GH78;AraC,CBM67;GH78;AraC;null;HTH,CBM67:+0.2154;GH78:+0.1764;AraC:+0.1166;null:+0.1136;HTH:+0.0928
675,0,host glycan,host glycan,0.9574893229779876,0.9574893229779876,GH88,GH88;GH2;GH20,GH88;GH2;GH20;PL33;AraC,GH88:+0.0903;GH2:+0.0486;GH20:+0.0332;PL33:+0.0239;AraC:+0.0140
677,0,host glycan,host glycan,0.9246071944696423,0.9246071944696423,GH170,GH170;4.A.3.2.4;null,GH170;4.A.3.2.4;null,GH170:+0.2507;4.A.3.2.4:+0.0699;null:+0.0619
683,0,host glycan,host glycan,0.5997230276344173,0.5997230276344173,GH20,GH20;0043143,GH20;0043143,GH20:+0.3313;0043143:-0.1479
684,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,GH33,GH33;CBM93;GH20,GH33;CBM93;GH20;CE20;GH2,GH33:+0.0483;CBM93:+0.0416;GH20:+0.0227;CE20:+0.0164;GH2:+0.0102
685,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CBM93,CBM93;GH33;GH20,CBM93;GH33;GH20;CE20;GH2,CBM93:+0.0566;GH33:+0.0555;GH20:+0.0311;CE20:+0.0133;GH2:+0.0101
686,0,host glycan,host glycan,0.9992429833484311,0.9992429833484311,CBM93,CBM93;GH33;GH20,CBM93;GH33;GH20;CE20;GH2,CBM93:+0.0681;GH33:+0.0656;GH20:+0.0394;CE20:+0.0167;GH2:+0.0142
691,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,GH20,GH20;N;TetR,GH20;N;TetR,GH20:+0.2299;N:+0.0744;TetR:+0.0432
693,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CBM32,CBM32;GH29;null,CBM32;GH29;null,CBM32:+0.0780;GH29:+0.0294;null:+0.0089
698,0,host glycan,host glycan,0.9990743591211253,0.9990743591211253,null,null;GH29;CBM32,null;GH29;CBM32;GH2,null:+0.0084;GH29:+0.0001;CBM32:-0.0006;GH2:-0.0009
709,0,host glycan,host glycan,0.8559236421896842,0.8559236421896842,19,19;GH43;9,19;GH43;9;GH35;CBM91,19:+0.2067;GH43:+0.1504;9:+0.1259;GH35:+0.1187;CBM91:+0.0655
712,0,host glycan,host glycan,0.9997356343860135,0.9997356343860135,AraC,AraC;GH29;HTH,AraC;GH29;HTH;CBM91;GH97,AraC:+0.0898;GH29:+0.0888;HTH:+0.0818;CBM91:+0.0776;GH97:+0.0692
716,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,GH89,GH89;FecR;GerE,GH89;FecR;GerE;1.B.14.6.1;null,GH89:+0.3198;FecR:+0.1004;GerE:+0.0561;1.B.14.6.1:+0.0203;null:+0.0042
719,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,8.A.46.2.2,8.A.46.2.2;GH18;1.B.14.6.13,8.A.46.2.2;GH18;1.B.14.6.13;FecR;null,8.A.46.2.2:+0.0668;GH18:+0.0495;1.B.14.6.13:+0.0183;FecR:+0.0087;null:+0.0054
720,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,GH38,GH38;GH20;GH92,GH38;GH20;GH92;GH125;null,GH38:+0.1583;GH20:+0.1499;GH92:+0.0800;GH125:+0.0788;null:+0.0021
725,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CBM32,CBM32;GH92;1.B.14.6.1,CBM32;GH92;1.B.14.6.1;34;HTH,CBM32:+0.0745;GH92:+0.0511;1.B.14.6.1:+0.0365;34:+0.0097;HTH:+0.0052
728,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CBM32,CBM32;GH92;1.B.14.6.1,CBM32;GH92;1.B.14.6.1;null;HTH,CBM32:+0.0936;GH92:+0.0651;1.B.14.6.1:+0.0401;null:+0.0173;HTH:+0.0104
731,0,host glycan,host glycan,0.9918273436527715,0.9918273436527715,CE9,CE9;Glucokinase,CE9;Glucokinase,CE9:+0.4254;Glucokinase:-0.0060
733,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CE9,CE9;null;GntR,CE9;null;GntR,CE9:+0.5783;null:+0.0250;GntR:+0.0021
741,0,host glycan,host glycan,0.9523427425860356,0.9523427425860356,GH112,GH112;GH136;3.A.1.1.4,GH112;GH136;3.A.1.1.4;null;AraC,GH112:+0.0907;GH136:+0.0585;3.A.1.1.4:+0.0439;null:+0.0111;AraC:-0.0035
758,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CE9,CE9;4.A.1.1.7;MarR,CE9;4.A.1.1.7;MarR,CE9:+0.2012;4.A.1.1.7:+0.0000;MarR:+0.0000
760,0,host glycan,galactan,0.014645211993295451,0.4184120677318273,null,null;GH53;1.B.14.6.1,null;GH53;1.B.14.6.1;8.A.46.1.1,null:+0.0032;GH53:-0.0131;1.B.14.6.1:-0.0498;8.A.46.1.1:-0.1015
770,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CBM32,CBM32;null;1.B.14.6.1,CBM32;null;1.B.14.6.1,CBM32:+0.7347;null:+0.0283;1.B.14.6.1:+0.0182
771,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,CBM32,CBM32;null;1.B.14.6.1,CBM32;null;1.B.14.6.1;0038753,CBM32:+0.3020;null:+0.0184;1.B.14.6.1:+0.0108;0038753:+0.0000
773,0,host glycan,host glycan,0.9838021278461412,0.9838021278461412,CBM93,CBM93;GH33;3,CBM93;GH33;3;MarR;HTH,CBM93:+0.0453;GH33:+0.0453;3:+0.0271;MarR:+0.0086;HTH:+0.0064
780,0,host glycan,host glycan,0.9999091267569834,0.9999091267569834,4.A.3.1.3,4.A.3.1.3;GH1;null,4.A.3.1.3;GH1;null,4.A.3.1.3:+0.5497;GH1:+0.1313;null:+0.0775
794,0,host glycan,host glycan,0.9998888729903669,0.9998888729903669,DeoR,DeoR;GH95;null,DeoR;GH95;null;HTH;4.A.6.1.9,DeoR:+0.0764;GH95:+0.0260;null:+0.0224;HTH:+0.0223;4.A.6.1.9:+0.0181
797,0,host glycan,host glycan,0.9640842366787994,0.9640842366787994,GH29,GH29;AraC;HTH,GH29;AraC;HTH;CBM91;10,GH29:+0.1305;AraC:+0.1177;HTH:+0.1075;CBM91:+0.0862;10:+0.0628
804,0,host glycan,host glycan,0.9999999999988423,0.9999999999988423,GH18,GH18;1.B.14.6.13;GH163,GH18;1.B.14.6.13;GH163;8.A.46.2.1;8.A.46.2.2,GH18:+0.0204;1.B.14.6.13:+0.0129;GH163:+0.0116;8.A.46.2.1:+0.0060;8.A.46.2.2:+0.0060
816,0,host glycan,host glycan,0.9872166770277135,0.9872166770277135,GH88,GH88;PL12;1,GH88;PL12;1;4.A.6;null,GH88:+0.0978;PL12:+0.0391;1:+0.0205;4.A.6:+0.0045;null:+0.0025
818,0,host glycan,host glycan,0.7025647467228889,0.7025647467228889,HTH,HTH;AraC;GH3,HTH;AraC;GH3;2;CE8,HTH:+0.2502;AraC:+0.2386;GH3:+0.2288;2:+0.2253;CE8:+0.1990
825,0,host glycan,host glycan,0.9976226645601493,0.9976226645601493,PL8,PL8;2;HTH,PL8;2;HTH;1.B.14.6.1;8.A.46.1.3,PL8:+0.0105;2:+0.0100;HTH:+0.0100;1.B.14.6.1:+0.0085;8.A.46.1.3:+0.0072
847,0,pectin,pectin,0.7203786498236355,0.7203786498236355,GH140,GH140;GH95;GH28,GH140;GH95;GH28;GH106;null,GH140:+0.1083;GH95:+0.0726;GH28:+0.0708;GH106:+0.0268;null:+0.0199
848,0,pectin,pectin,0.4039576032721356,0.4039576032721356,1.B.35,1.B.35;CE10,1.B.35;CE10,1.B.35:+0.2402;CE10:+0.0941
851,0,pectin,pectin,0.9576919591279367,0.9576919591279367,GH28,GH28;GH105;PL10,GH28;GH105;PL10;CE8;CE12,GH28:+0.0496;GH105:+0.0486;PL10:+0.0328;CE8:+0.0289;CE12:+0.0261
852,0,pectin,pectin,0.9536157638414519,0.9536157638414519,GH105,GH105;GH28;PL11,GH105;GH28;PL11;PL1;GH106,GH105:+0.0506;GH28:+0.0354;PL11:+0.0253;PL1:+0.0180;GH106:+0.0121
855,0,pectin,pectin,0.9576688175498126,0.9576688175498126,GH105,GH105;CE12;CE8,GH105;CE12;CE8;PL1;AAA,GH105:+0.0820;CE12:+0.0471;CE8:+0.0284;PL1:+0.0236;AAA:+0.0096
856,0,pectin,pectin,0.9830670165937035,0.9830670165937035,GH105,GH105;CE12;PL1,GH105;CE12;PL1;CE8;2,GH105:+0.0630;CE12:+0.0395;PL1:+0.0321;CE8:+0.0255;2:+0.0191
864,0,pectin,pectin,0.8024817628360316,0.8024817628360316,GH147,GH147;GH53;GH133,GH147;GH53;GH133;GH2;null,GH147:+0.1995;GH53:+0.1778;GH133:+0.1567;GH2:+0.1506;null:+0.0446
874,0,pectin,pectin,0.7535691361456487,0.7535691361456487,GH28,GH28;CE12;GH105,GH28;CE12;GH105;GH106;1.B.14,GH28:+0.1996;CE12:+0.1633;GH105:+0.0964;GH106:+0.0396;1.B.14:-0.0070
878,0,pectin,pectin,0.7072194157916071,0.7072194157916071,GH3,GH3;1.B.14.6.1;null,GH3;1.B.14.6.1;null,GH3:+0.4953;1.B.14.6.1:+0.3401;null:-0.0060
883,0,pectin,pectin,0.7149540072370308,0.7149540072370308,GH146,GH146;NUDIX;2.A.21.3.19,GH146;NUDIX;2.A.21.3.19;1.B.14.6.1;1,GH146:+0.1462;NUDIX:+0.1314;2.A.21.3.19:+0.0288;1.B.14.6.1:+0.0196;1:+0.0021
886,0,pectin,galactan,0.12573265928679683,0.6223569637680862,GH147,GH147;GH53;null,GH147;GH53;null;1.B.14.6.1;8.A.46.1.1,GH147:+0.0487;GH53:+0.0285;null:+0.0140;1.B.14.6.1:-0.0742;8.A.46.1.1:-0.1364
892,0,pectin,pectin,0.9996173376130345,0.9996173376130345,GH105,GH105;CE12;PL1,GH105;CE12;PL1;GH28;2,GH105:+0.0479;CE12:+0.0284;PL1:+0.0169;GH28:+0.0168;2:+0.0130
895,0,pectin,pectin,0.989325549792437,0.989325549792437,GH33,GH33;GH95;18,GH33;GH95;18;GH140;GH28,GH33:+0.0372;GH95:+0.0285;18:+0.0272;GH140:+0.0236;GH28:+0.0225
907,0,pectin,pectin,0.7276610275965416,0.7276610275965416,GH28,GH28;null;1.B.14.6.1,GH28;null;1.B.14.6.1;Pribosyltran,GH28:+0.5812;null:-0.0265;1.B.14.6.1:-0.0391;Pribosyltran:-0.1111
908,0,pectin,pectin,0.8655981676003438,0.8655981676003438,PL1,PL1;GH36;null,PL1;GH36;null;1.B.14,PL1:+0.6663;GH36:+0.0335;null:+0.0275;1.B.14:-0.0373
918,0,pectin,pectin,0.5528133381200977,0.5528133381200977,GH28,GH28;GH105;null,GH28;GH105;null;PfkB;TrmB,GH28:+0.3593;GH105:+0.0978;null:+0.0526;PfkB:+0.0230;TrmB:+0.0208
925,0,pectin,pectin,0.9199538009900468,0.9199538009900468,PL1,PL1;2;null,PL1;2;null;1.B.14.6.1,PL1:+0.4211;2:+0.0539;null:+0.0029;1.B.14.6.1:-0.0319
927,0,pectin,pectin,0.9544031661222233,0.9544031661222233,GH105,GH105;GH28;PL11,GH105;GH28;PL11;PL1;CE20,GH105:+0.0478;GH28:+0.0347;PL11:+0.0246;PL1:+0.0170;CE20:+0.0110
928,0,pectin,pectin,0.9999999999988423,0.9999999999988423,2,2;PL1;TrmB,2;PL1;TrmB;5;null,2:+0.0709;PL1:+0.0697;TrmB:+0.0225;5:+0.0165;null:+0.0035
930,0,pectin,pectin,0.948575104715033,0.948575104715033,GH105,GH105;PL11;CE12,GH105;PL11;CE12;HTH;AraC,GH105:+0.1377;PL11:+0.1038;CE12:+0.1016;HTH:+0.0386;AraC:+0.0372
934,0,xylan,xylan,0.9708793907319102,0.9708793907319102,GH10,GH10;GH67;GH43,GH10;GH67;GH43;GH5;null,GH10:+0.0899;GH67:+0.0376;GH43:+0.0283;GH5:+0.0227;null:+0.0226
943,0,xylan,beta-mannan,0.021886865055563323,0.2576663254889259,3.A.1,3.A.1;GH51;HTH,3.A.1;GH51;HTH;5,3.A.1:+0.0086;GH51:+0.0024;HTH:-0.0007;5:-0.0027
957,0,xylan,xylan,0.9184639763104652,0.9184639763104652,GH97,GH97;12;CE1,GH97;12;CE1;GH10;GH67,GH97:+0.0280;12:+0.0257;CE1:+0.0242;GH10:+0.0238;GH67:+0.0218
961,0,xylan,xylan,0.7519624619356539,0.7519624619356539,GH128,GH128;19;GH51,GH128;19;GH51;GH43;null,GH128:+0.3372;19:+0.1745;GH51:+0.1061;GH43:+0.0722;null:+0.0650
964,0,xylan,xylan,0.9837697375683295,0.9837697375683295,GH97,GH97;46;8,GH97;46;8;HTH;GH3,GH97:+0.0801;46:+0.0509;8:+0.0421;HTH:+0.0413;GH3:+0.0374
966,0,xylan,xylan,0.9998883937426362,0.9998883937426362,8.A.46.1.1,8.A.46.1.1;GH20;1.B.14.6.1,8.A.46.1.1;GH20;1.B.14.6.1;CBM32,8.A.46.1.1:+0.6312;GH20:+0.2809;1.B.14.6.1:+0.0890;CBM32:+0.0142
970,0,xylan,alpha-glucan,0.004992536578020092,0.33263016935408274,GH3,GH3;LacI;3.A.1.1.2,GH3;LacI;3.A.1.1.2,GH3:+0.0050;LacI:+0.0023;3.A.1.1.2:-0.0003
979,0,xylan,xylan,0.9999999999988423,0.9999999999988423,2.A.2.3.2,2.A.2.3.2;11;CBM91,2.A.2.3.2;11;CBM91;GH43;null,2.A.2.3.2:+0.1534;11:+0.1083;CBM91:+0.0409;GH43:+0.0305;null:+0.0065
981,0,xylan,xylan,0.9411227449900483,0.9411227449900483,GH115,GH115;12;GH43,GH115;12;GH43;8;CE1,GH115:+0.0583;12:+0.0427;GH43:+0.0382;8:+0.0357;CE1:+0.0335
984,0,xylan,xylan,0.9998931430042457,0.9998931430042457,GH30,GH30;8;16,GH30;8;16;CBM6;GH43,GH30:+0.1332;8:+0.1038;16:+0.0782;CBM6:+0.0662;GH43:+0.0656
993,0,xylan,xylan,0.9999999999988423,0.9999999999988423,7,7;17;GH43,7;17;GH43;CE1;GH3,7:+0.0548;17:+0.0474;GH43:+0.0253;CE1:+0.0160;GH3:+0.0073
995,0,xylan,xylan,0.9997441955890894,0.9997441955890894,7,7;17;GH43,7;17;GH43;CBM6;CE1,7:+0.0720;17:+0.0544;GH43:+0.0345;CBM6:+0.0195;CE1:+0.0185
1000,0,xylan,xylan,0.9291602541541676,0.9291602541541676,GH10,GH10;GH67;2.A.2,GH10;GH67;2.A.2;GH115;CE1,GH10:+0.0707;GH67:+0.0249;2.A.2:+0.0222;GH115:+0.0202;CE1:+0.0200
1012,0,xylan,xylan,0.999900068877215,0.999900068877215,CE20,CE20;LacI;CBM91,CE20;LacI;CBM91;11;GH43,CE20:+0.0233;LacI:+0.0233;CBM91:+0.0203;11:+0.0195;GH43:+0.0182
1016,0,xylan,xylan,0.9980955737126178,0.9980955737126178,LacI,LacI;CE20;CBM91,LacI;CE20;CBM91;GH43;10,LacI:+0.0248;CE20:+0.0220;CBM91:+0.0217;GH43:+0.0200;10:+0.0186
1018,0,xylan,xylan,0.9979559768130587,0.9979559768130587,CBM91,CBM91;CE20;10,CBM91;CE20;10;LacI;GH43,CBM91:+0.0302;CE20:+0.0297;10:+0.0231;LacI:+0.0219;GH43:+0.0195
1020,0,xylan,xylan,0.9449021809139463,0.9449021809139463,GH10,GH10;GH67;1,GH10;GH67;1;GH43;null,GH10:+0.1312;GH67:+0.0662;1:+0.0329;GH43:+0.0194;null:+0.0108
1024,0,xylan,arabinogalactan,0.07124760882222085,0.8020396840509187,GH43,GH43;bac;26,GH43;bac;26;1;SBP,GH43:+0.0445;bac:+0.0083;26:+0.0072;1:+0.0013;SBP:-0.0019
1025,0,xylan,xylan,0.7627407587327588,0.7627407587327588,11,11;GH43;null,11;GH43;null;12;3.A.1,11:+0.2684;GH43:+0.1911;null:+0.1295;12:+0.0681;3.A.1:-0.0192
6,1,alginate,alginate,0.9436501024061369,0.9436501024061369,PL6,PL6;1;GntR,PL6;1;GntR;PfkB;null,PL6:+0.1646;1:+0.0983;GntR:+0.0776;PfkB:+0.0407;null:+0.0078
7,1,alginate,alginate,0.6808674553057905,0.6808674553057905,PL5,PL5;1;binding,PL5;1;binding;null;AraC,PL5:+0.3052;1:+0.1342;binding:+0.0455;null:+0.0333;AraC:+0.0021
15,1,alginate,alginate,0.996281472085947,0.996281472085947,PL17,PL17;PL6;3,PL17;PL6;3;5;binding,PL17:+0.0200;PL6:+0.0169;3:+0.0091;5:+0.0087;binding:+0.0082
16,1,alginate,alginate,0.7745341134685033,0.7745341134685033,PL15,PL15;1;null,PL15;1;null;GntR;3.A.1,PL15:+0.3018;1:+0.2529;null:+0.0572;GntR:+0.0255;3.A.1:-0.0155
18,1,alginate,alginate,0.6808674553057905,0.6808674553057905,PL5,PL5;1;binding,PL5;1;binding;null;AraC,PL5:+0.3052;1:+0.1342;binding:+0.0455;null:+0.0333;AraC:+0.0021
20,1,alginate,alginate,0.8664721110471229,0.8664721110471229,PL7,PL7;GntR;null,PL7;GntR;null;1.B.14.6.1,PL7:+0.4730;GntR:+0.1850;null:+0.0565;1.B.14.6.1:-0.0855
28,1,alginate,alginate,0.9333534648058471,0.9333534648058471,PL17,PL17;2;GntR,PL17;2;GntR;2.A.1.14.25;AraC,PL17:+0.0846;2:+0.0303;GntR:+0.0299;2.A.1.14.25:+0.0245;AraC:+0.0166
38,1,alginate,alginate,0.9999999999992111,0.9999999999992111,PL17,PL17;PL6;GntR,PL17;PL6;GntR;1;2,PL17:+0.0924;PL6:+0.0429;GntR:+0.0357;1:+0.0237;2:+0.0148
40,1,alginate,alginate,0.9944509220869076,0.9944509220869076,PL17,PL17;PL6;1,PL17;PL6;1;2;GntR,PL17:+0.1000;PL6:+0.0286;1:+0.0116;2:+0.0106;GntR:+0.0085
45,1,alginate,alginate,0.9677542992351901,0.9677542992351901,PL17,PL17;PL6;1,PL17;PL6;1;null;2,PL17:+0.2071;PL6:+0.0773;1:+0.0434;null:+0.0035;2:-0.0023
53,1,alpha-glucan,alpha-glucan,0.9999999999992111,0.9999999999992111,GH13,GH13;GH97;1.B.14.6.1,GH13;GH97;1.B.14.6.1;TPR;2,GH13:+0.1273;GH97:+0.0883;1.B.14.6.1:+0.0188;TPR:+0.0097;2:+0.0072
59,1,alpha-glucan,alpha-glucan,0.9652734726765358,0.9652734726765358,LacI,LacI;GH13;Pyr,LacI;GH13;Pyr;redox;null,LacI:+0.0849;GH13:+0.0718;Pyr:+0.0229;redox:+0.0180;null:+0.0163
63,1,alpha-glucan,alpha-glucan,0.8487134233556914,0.8487134233556914,20,20;CBM34;GH13,20;CBM34;GH13;8.A.9;GH65,20:+0.0757;CBM34:+0.0678;GH13:+0.0494;8.A.9:+0.0311;GH65:-0.0004
72,1,alpha-glucan,alpha-glucan,0.9999999999992111,0.9999999999992111,GH13,GH13;GT35;GT5,GH13;GT35;GT5;CBM48;null,GH13:+0.0394;GT35:+0.0209;GT5:+0.0191;CBM48:+0.0095;null:+0.0007
77,1,alpha-glucan,alpha-glucan,0.9999999999992111,0.9999999999992111,LacI,LacI;GH13;10,LacI;GH13;10;8.A.46.1.1;1.B.14.6.1,LacI:+0.1213;GH13:+0.0919;10:+0.0685;8.A.46.1.1:+0.0348;1.B.14.6.1:+0.0112
78,1,alpha-glucan,alpha-glucan,0.787623149714822,0.787623149714822,GH13,GH13;10;LacI,GH13;10;LacI;null;1.B.14,GH13:+0.2385;10:+0.1320;LacI:+0.0160;null:-0.0403;1.B.14:-0.0940
79,1,alpha-glucan,alpha-glucan,0.9688761180582065,0.9688761180582065,GH13,GH13;GH97;10,GH13;GH97;10;null;8.A.46.1.1,GH13:+0.1640;GH97:+0.1068;10:+0.0199;null:+0.0155;8.A.46.1.1:+0.0041
88,1,alpha-glucan,alpha-glucan,0.9999999999992111,0.9999999999992111,LacI,LacI;GH13;3.A.1.1.45,LacI;GH13;3.A.1.1.45;30;9.B.28.1.3,LacI:+0.0470;GH13:+0.0056;3.A.1.1.45:+0.0025;30:+0.0011;9.B.28.1.3:+0.0000
89,1,alpha-glucan,alpha-glucan,0.9999999999992111,0.9999999999992111,GH13,GH13;CBM34;20,GH13;CBM34;20;3.A.1.1.27;31,GH13:+0.0608;CBM34:+0.0170;20:+0.0117;3.A.1.1.27:+0.0049;31:+0.0015
94,1,alpha-glucan,alpha-glucan,0.9990908112872423,0.9990908112872423,LacI,LacI;GH13;GH77,LacI;GH13;GH77;3.A.1.1.45;44,LacI:+0.0276;GH13:+0.0074;GH77:+0.0027;3.A.1.1.45:+0.0011;44:+0.0000
104,1,alpha-glucan,alpha-glucan,0.9999999999992111,0.9999999999992111,GH32,GH32;2.A.1.5.3;LacI,GH32;2.A.1.5.3;LacI,GH32:+0.0499;2.A.1.5.3:+0.0000;LacI:+0.0000
107,1,alpha-glucan,host glycan,0.2537242579244748,0.38483437509259183,GH32,GH32;bac;SBP,GH32;bac;SBP;1;4.A.6.1.6,GH32:+0.1851;bac:+0.1224;SBP:+0.1020;1:+0.0221;4.A.6.1.6:-0.0096
108,1,alpha-glucan,alpha-glucan,0.9255119482673085,0.9255119482673085,3.A.1.1.10,3.A.1.1.10;GH32;bac,3.A.1.1.10;GH32;bac;SBP;1,3.A.1.1.10:+0.1764;GH32:+0.1212;bac:+0.0848;SBP:+0.0726;1:+0.0182
111,1,alpha-glucan,alpha-glucan,0.8062942733702015,0.8062942733702015,4.A.1.1.16,4.A.1.1.16;GH4,4.A.1.1.16;GH4,4.A.1.1.16:+0.6914;GH4:+0.1769
122,1,alpha-glucan,alpha-glucan,0.9770487003272114,0.9770487003272114,GH97,GH97;GH66;GH31,GH97;GH66;GH31;null;1.B.14.6.1,GH97:+0.0939;GH66:+0.0256;GH31:+0.0228;null:-0.0028;1.B.14.6.1:-0.0068
124,1,alpha-glucan,alpha-glucan,0.7774238644062201,0.7774238644062201,GntR,GntR;GH4,GntR;GH4,GntR:+0.6625;GH4:+0.5046
125,1,alpha-glucan,alpha-glucan,0.9999999999992111,0.9999999999992111,LacI,LacI;GH77;GT35,LacI;GH77;GT35;3.A.1.1.26,LacI:+0.0637;GH77:+0.0213;GT35:+0.0165;3.A.1.1.26:+0.0000
132,1,alpha-glucan,alpha-glucan,0.9716457031413577,0.9716457031413577,GH13,GH13;GT5;CBM48,GH13;GT5;CBM48;null;9,GH13:+0.1649;GT5:+0.0577;CBM48:+0.0380;null:+0.0055;9:+0.0044
137,1,alpha-glucan,alpha-glucan,0.5917073966713068,0.5917073966713068,LacI,LacI;GH32;3.A.1.1.10,LacI;GH32;3.A.1.1.10;null,LacI:+0.1529;GH32:+0.0025;3.A.1.1.10:-0.0873;null:-0.2801
