idx,y_true,pred_cpu,pred_ft,pred_trans,nov_cpu_view,nov_ft_view,cpu_correct,ft_correct,trans_correct
311,beta-glucan,beta-glucan,beta-glucan,alginate,0.0,0.0,1,1,0
312,beta-glucan,beta-glucan,beta-glucan,alpha-glucan,0.0,0.2,1,1,0
313,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
314,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
315,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
316,beta-glucan,beta-glucan,beta-glucan,xylan,0.0,0.0,1,1,0
317,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
318,beta-glucan,beta-glucan,xylan,beta-glucan,0.125,0.0,1,0,1
319,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
320,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
321,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.5,1,1,1
322,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.3333333333333333,1,1,1
323,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
324,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.3333333333333333,1,1,1
325,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
326,beta-glucan,host glycan,beta-glucan,beta-glucan,0.0,0.0,0,1,1
327,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
328,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
329,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
330,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.3333333333333333,1,1,1
331,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
332,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
333,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.25,1,1,1
334,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.25,1,1,1
335,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.09090909090909091,0.14285714285714285,1,1,1
336,beta-glucan,host glycan,host glycan,host glycan,0.0,0.0,0,0,0
337,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
338,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
339,beta-glucan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,0,0,0
340,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
341,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.3333333333333333,1,1,1
342,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
343,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
344,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.2,1,1,1
345,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.08333333333333333,1,1,1
346,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.06666666666666667,0.0,1,1,1
347,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
348,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
349,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.25,1,1,1
350,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.09090909090909091,1,1,1
351,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
352,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
353,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.2,0.0,1,1,1
354,beta-glucan,beta-glucan,beta-glucan,alginate,0.0,0.0,1,1,0
355,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.42857142857142855,1,1,1
356,beta-glucan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,1,1,1
357,beta-mannan,beta-mannan,beta-mannan,galactan,0.0,0.3333333333333333,1,1,0
358,beta-mannan,galactan,galactan,beta-mannan,0.0,0.0,0,0,1
359,beta-mannan,galactan,galactan,galactan,0.0,0.0,0,0,0
360,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.14285714285714285,1,1,1
361,beta-mannan,beta-mannan,beta-mannan,host glycan,0.0,0.25,1,1,0
362,beta-mannan,beta-mannan,beta-mannan,galactan,0.0,0.3,1,1,0
363,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.25,0.0,1,1,1
364,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.3,1,1,1
365,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
366,beta-mannan,galactan,galactan,galactan,0.0,0.0,0,0,0
367,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.3,0.375,1,1,1
368,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.1111111111111111,0.0,1,1,1
369,beta-mannan,beta-mannan,beta-mannan,host glycan,0.0,0.0,1,1,0
370,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.14285714285714285,1,1,1
371,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
372,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
373,beta-mannan,beta-glucan,host glycan,beta-glucan,0.0,0.0,0,0,0
374,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
375,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.16666666666666666,1,1,1
376,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.06666666666666667,0.23076923076923078,1,1,1
377,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0625,0.07692307692307693,1,1,1
378,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
379,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.125,1,1,1
380,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
381,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
382,beta-mannan,beta-mannan,beta-mannan,alpha-glucan,0.0,0.0,1,1,0
383,beta-mannan,beta-mannan,beta-mannan,beta-glucan,0.0,0.0,1,1,0
384,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
385,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
386,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
387,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.1,0.125,1,1,1
388,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.14285714285714285,1,1,1
389,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
390,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.16666666666666666,1,1,1
391,beta-mannan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,0,0,0
392,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
393,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
394,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.1,1,1,1
395,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.1,1,1,1
396,beta-mannan,beta-mannan,beta-mannan,galactan,0.0,0.0,1,1,0
397,beta-mannan,galactan,beta-mannan,galactan,0.0,0.0,0,1,0
398,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
399,beta-mannan,beta-mannan,beta-mannan,beta-glucan,0.0,0.0,1,1,0
400,beta-mannan,alpha-glucan,alpha-glucan,alpha-glucan,0.0,0.0,0,0,0
401,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
402,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
403,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
404,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
405,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.125,1,1,1
406,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.3333333333333333,1,1,1
407,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.2857142857142857,1,1,1
408,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
409,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
410,beta-mannan,beta-mannan,beta-mannan,alpha-glucan,0.0,0.0,1,1,0
411,beta-mannan,fructan,beta-mannan,alpha-glucan,0.0,0.0,0,1,0
412,beta-mannan,arabinogalactan,arabinogalactan,arabinogalactan,0.0,0.0,0,0,0
413,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
414,beta-mannan,galactan,galactan,galactan,0.0,0.0,0,0,0
415,beta-mannan,galactan,galactan,galactan,0.0,0.0,0,0,0
416,beta-mannan,galactan,galactan,galactan,0.0,0.0,0,0,0
417,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
418,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
419,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
420,beta-mannan,beta-mannan,galactan,beta-mannan,0.0,0.0,1,0,1
421,beta-mannan,beta-mannan,galactan,beta-mannan,0.0,0.2222222222222222,1,0,1
422,beta-mannan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,1,1,1
423,beta-mannan,galactan,galactan,galactan,0.0,0.0,0,0,0
424,beta-mannan,galactan,galactan,galactan,0.0,0.0,0,0,0
425,chitin,chitin,chitin,chitin,0.0,0.3333333333333333,1,1,1
426,chitin,host glycan,chitin,chitin,0.3333333333333333,0.0,0,1,1
427,chitin,chitin,chitin,chitin,0.0,0.25,1,1,1
428,chitin,beta-mannan,pectin,xylan,0.0,0.0,0,0,0
429,chitin,chitin,host glycan,chitin,0.0,0.0,1,0,1
430,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
431,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
432,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
433,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
434,chitin,chitin,chitin,beta-mannan,0.0,0.3333333333333333,1,1,0
435,chitin,chitin,chitin,beta-mannan,0.0,0.25,1,1,0
436,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
437,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
438,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
439,chitin,chitin,chitin,chitin,0.0,0.25,1,1,1
440,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
441,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
442,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
443,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
444,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
445,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
446,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
447,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
448,chitin,host glycan,host glycan,host glycan,0.0,0.0,0,0,0
449,chitin,host glycan,host glycan,host glycan,0.0,0.0,0,0,0
450,chitin,chitin,chitin,chitin,0.0,0.3333333333333333,1,1,1
451,chitin,host glycan,host glycan,host glycan,0.0,0.0,0,0,0
452,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
453,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
454,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
455,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
456,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
457,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
458,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
459,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
460,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
461,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
462,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
463,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
464,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
465,chitin,chitin,chitin,chitin,0.06666666666666667,0.38461538461538464,1,1,1
466,chitin,chitin,chitin,chitin,0.16666666666666666,0.0,1,1,1
467,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
468,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
469,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
470,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
471,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
472,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
473,chitin,chitin,chitin,chitin,0.06666666666666667,0.38461538461538464,1,1,1
474,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
475,chitin,chitin,chitin,chitin,0.0,0.25,1,1,1
476,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
477,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
478,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
479,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
480,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
481,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
482,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
483,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
484,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
485,chitin,chitin,chitin,chitin,0.0,0.0,1,1,1
486,chitin,beta-glucan,host glycan,host glycan,0.0,0.0,0,0,0
487,chitin,host glycan,host glycan,host glycan,0.0,0.0,0,0,0
488,fructan,fructan,fructan,fructan,0.16666666666666666,0.2,1,1,1
489,fructan,fructan,fructan,fructan,0.0,0.6666666666666666,1,1,1
490,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
491,fructan,alpha-glucan,beta-glucan,alpha-glucan,0.16666666666666666,0.0,0,0,0
492,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
493,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
494,fructan,fructan,fructan,fructan,0.16666666666666666,0.0,1,1,1
495,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
496,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
497,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
498,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
499,fructan,fructan,alpha-glucan,fructan,0.0,0.0,1,0,1
500,fructan,alpha-glucan,galactan,alpha-glucan,0.25,0.4,0,0,0
501,fructan,fructan,fructan,fructan,0.0,0.6666666666666666,1,1,1
502,fructan,fructan,alpha-glucan,fructan,0.0,0.0,1,0,1
503,fructan,alpha-glucan,alpha-glucan,fructan,0.18181818181818182,0.2,0,0,1
504,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
505,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
506,fructan,alpha-glucan,alpha-glucan,alpha-glucan,0.0,0.0,0,0,0
507,fructan,fructan,fructan,alpha-glucan,0.0,0.16666666666666666,1,1,0
508,fructan,alpha-glucan,alpha-glucan,alpha-glucan,0.0,0.3333333333333333,0,0,0
509,fructan,alpha-glucan,fructan,fructan,0.0,0.0,0,1,1
510,fructan,alpha-glucan,fructan,alpha-glucan,0.25,0.25,0,1,0
511,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
512,fructan,fructan,fructan,fructan,0.0,0.0,1,1,1
513,fructan,alpha-glucan,fructan,fructan,0.0,0.0,0,1,1
514,fructan,alpha-glucan,fructan,alpha-glucan,0.0,0.0,0,1,0
515,fructan,fructan,fructan,fructan,0.1111111111111111,0.0,1,1,1
516,fructan,fructan,fructan,alpha-glucan,0.0,0.0,1,1,0
517,fructan,fructan,alpha-glucan,fructan,0.0,0.0,1,0,1
518,fructan,alpha-glucan,galactan,alpha-glucan,0.25,0.4,0,0,0
519,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
520,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
521,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
522,galactan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,0,0,0
523,galactan,galactan,galactan,galactan,0.0,0.3333333333333333,1,1,1
524,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
525,galactan,galactan,galactan,beta-mannan,0.0,0.25,1,1,0
526,galactan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,0,0,0
527,galactan,galactan,galactan,galactan,0.125,0.16666666666666666,1,1,1
528,galactan,galactan,beta-mannan,galactan,0.0,0.0,1,0,1
529,galactan,galactan,galactan,galactan,0.0,0.16666666666666666,1,1,1
530,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
531,galactan,galactan,host glycan,galactan,0.1111111111111111,0.13333333333333333,1,0,1
532,galactan,galactan,host glycan,galactan,0.029411764705882353,0.0,1,0,1
533,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
534,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
535,galactan,galactan,galactan,galactan,0.0,0.16666666666666666,1,1,1
536,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
537,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
538,galactan,chitin,chitin,chitin,0.0,0.0,0,0,0
539,galactan,galactan,galactan,galactan,0.0,0.058823529411764705,1,1,1
540,galactan,galactan,galactan,galactan,0.0,0.0625,1,1,1
541,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
542,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
543,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
544,galactan,pectin,pectin,galactan,0.0,0.0,0,0,1
545,galactan,pectin,pectin,galactan,0.0,0.0,0,0,1
546,galactan,galactan,galactan,galactan,0.0,0.25,1,1,1
547,galactan,host glycan,host glycan,galactan,0.0,0.0,0,0,1
548,galactan,galactan,galactan,fructan,0.0,0.0,1,1,0
549,galactan,galactan,galactan,alpha-glucan,0.0,0.0,1,1,0
550,galactan,galactan,galactan,galactan,0.0,0.3333333333333333,1,1,1
551,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
552,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
553,galactan,beta-glucan,galactan,galactan,0.0,0.0,0,1,1
554,galactan,galactan,galactan,galactan,0.058823529411764705,0.06666666666666667,1,1,1
555,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
556,galactan,galactan,galactan,galactan,0.14285714285714285,0.16666666666666666,1,1,1
557,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
558,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
559,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
560,galactan,galactan,galactan,galactan,0.0,0.3333333333333333,1,1,1
561,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
562,galactan,beta-mannan,galactan,galactan,0.16666666666666666,0.0,0,1,1
563,galactan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,0,0,0
564,galactan,beta-mannan,beta-mannan,beta-mannan,0.0,0.0,0,0,0
565,galactan,galactan,galactan,beta-mannan,0.0,0.0,1,1,0
566,galactan,galactan,galactan,alpha-glucan,0.1111111111111111,0.25,1,1,0
567,galactan,galactan,galactan,beta-mannan,0.0,0.25,1,1,0
568,galactan,galactan,galactan,galactan,0.0,0.25,1,1,1
569,galactan,galactan,host glycan,host glycan,0.0,0.3333333333333333,1,0,0
570,galactan,galactan,galactan,alpha-mannan,0.0,0.0,1,1,0
571,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
572,galactan,galactan,galactan,fructan,0.0,0.0,1,1,0
573,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
574,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
575,galactan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,0,0,0
576,galactan,galactan,galactan,galactan,0.0,0.2,1,1,1
577,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
578,galactan,galactan,galactan,alpha-mannan,0.0,0.0,1,1,0
579,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
580,galactan,host glycan,host glycan,host glycan,0.25,0.0,0,0,0
581,galactan,pectin,host glycan,host glycan,0.3333333333333333,0.0,0,0,0
582,galactan,galactan,galactan,beta-mannan,0.0,0.0,1,1,0
583,galactan,galactan,galactan,galactan,0.125,0.0,1,1,1
584,galactan,host glycan,host glycan,chitin,0.0,0.0,0,0,0
585,galactan,beta-mannan,galactan,beta-mannan,0.0,0.0,0,1,0
586,galactan,beta-mannan,galactan,galactan,0.0,0.0,0,1,1
587,galactan,galactan,beta-mannan,beta-mannan,0.0,0.0,1,0,0
588,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
589,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
590,galactan,galactan,galactan,galactan,0.0,0.0,1,1,1
591,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
592,host glycan,host glycan,host glycan,chitin,0.0,0.0,1,1,0
593,host glycan,host glycan,host glycan,host glycan,0.09090909090909091,0.1,1,1,1
594,host glycan,host glycan,host glycan,host glycan,0.1,0.0,1,1,1
595,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
596,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
597,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
598,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
599,host glycan,host glycan,beta-glucan,host glycan,0.0,0.14285714285714285,1,0,1
600,host glycan,host glycan,host glycan,host glycan,0.0,0.08333333333333333,1,1,1
601,host glycan,host glycan,host glycan,host glycan,0.058823529411764705,0.0625,1,1,1
602,host glycan,host glycan,host glycan,host glycan,0.0,0.18181818181818182,1,1,1
603,host glycan,beta-glucan,host glycan,host glycan,0.0,0.0,0,1,1
604,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
605,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
606,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
607,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
608,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
609,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
610,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
611,host glycan,host glycan,host glycan,host glycan,0.0,0.3333333333333333,1,1,1
612,host glycan,host glycan,host glycan,host glycan,0.0,0.3333333333333333,1,1,1
613,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
614,host glycan,host glycan,host glycan,host glycan,0.0,0.26666666666666666,1,1,1
615,host glycan,host glycan,host glycan,host glycan,0.05263157894736842,0.26666666666666666,1,1,1
616,host glycan,host glycan,host glycan,arabinogalactan,0.13333333333333333,0.3076923076923077,1,1,0
617,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
618,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
619,host glycan,host glycan,host glycan,host glycan,0.0,0.5,1,1,1
620,host glycan,host glycan,host glycan,host glycan,0.0,0.3333333333333333,1,1,1
621,host glycan,host glycan,host glycan,host glycan,0.0,0.5,1,1,1
622,host glycan,host glycan,host glycan,host glycan,0.0,0.3333333333333333,1,1,1
623,host glycan,host glycan,host glycan,host glycan,0.0,0.3333333333333333,1,1,1
624,host glycan,host glycan,host glycan,host glycan,0.0,0.25,1,1,1
625,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
626,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
627,host glycan,host glycan,host glycan,host glycan,0.125,0.14285714285714285,1,1,1
628,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
629,host glycan,host glycan,host glycan,host glycan,0.1111111111111111,0.125,1,1,1
630,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
631,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
632,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
633,host glycan,host glycan,host glycan,host glycan,0.0,0.1111111111111111,1,1,1
634,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
635,host glycan,host glycan,host glycan,host glycan,0.0,0.16666666666666666,1,1,1
636,host glycan,host glycan,host glycan,pectin,0.0,0.125,1,1,0
637,host glycan,host glycan,host glycan,host glycan,0.0,0.2,1,1,1
638,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
639,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
640,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
641,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
642,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
643,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
644,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
645,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
646,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
647,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
648,host glycan,host glycan,host glycan,host glycan,0.0,0.26666666666666666,1,1,1
649,host glycan,host glycan,host glycan,host glycan,0.0,0.5,1,1,1
650,host glycan,host glycan,host glycan,host glycan,0.0,0.5,1,1,1
651,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
652,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
653,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
654,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
655,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
656,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
657,host glycan,host glycan,host glycan,host glycan,0.375,0.0,1,1,1
658,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
659,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
660,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
661,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
662,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
663,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
664,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
665,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
666,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
667,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
668,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
669,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
670,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
671,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
672,host glycan,host glycan,host glycan,beta-glucan,0.0,0.3333333333333333,1,1,0
673,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
674,host glycan,host glycan,host glycan,beta-glucan,0.0,0.25,1,1,0
